BASINGSTOKE-HODDINGTON-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU701479,Long,-0.997508,Lat,51.225997,Elevation,378,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,1.57,1.05,3.58,5.35,0.85,5.9,0.97,1.98,0.93,3.2,1.61,3.58,5.14,1.01,4.93,1.67,1.51,4.56,5.57,4.37,3.61,4.71,1.93,4,3.71,5.8,2.71,6.49,1.44,5.13,1.65,3.49,2.4,2.49,0.56,5.68,6.82,3.54,5.23,2.34,2.63,3.65,6.91,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,2.46,1.18,1.98,4.38,0.79,2.88,1.65,1.11,0.51,4.93,1.93,2.82,1.3,5.68,6.34,6.14,0.88,1.73,2.9,0.89,0.49,3.37,6.42,0.62,5.17,2.39,5.69,2.88,0.61,0.78,2.03,0.06,5.08,0.08,3.73,2.51,5.37,0.49,1.53,2.63,2.92,0.48,1.56,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,2.41,2.32,5,1.75,5.1,1.42,1.12,3.75,4.5,1.33,2.07,4.81,3.89,5.12,0.99,5.03,2.68,1.12,5.66,2.28,1.62,2.84,2.92,1.69,0.48,0.89,5.23,3.06,0.08,1.19,0.17,1.77,3.62,3.13,0.6,2.06,4.16,0.21,1.05,3.04,3.73,1.86,0.48,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,2.48,1.45,2.51,1.35,1.69,0.75,4.37,3.75,1.83,2.38,1.79,0.02,3.85,1.67,1.27,1.01,2.41,3.1,2.28,3.94,1.05,4.09,3.7,4.39,3.07,3.58,3.27,1.81,0.71,1.99,3.41,2.89,0.98,2.04,3.77,1.89,2.12,0.05,2.11,1.43,1.65,2.36,1.02,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,1.04,3,2.92,3.79,0.81,1.76,2.05,3.09,1.37,2.01,2.34,1.45,2.77,1.72,4.89,1.73,2.55,1.52,0.3,1.18,2.26,1.23,2.92,4.44,4.15,2.88,1.16,1.92,1.8,1.42,3.3,4.81,2.33,0.82,1.06,0.3,4.27,1.56,1.03,0.71,2.72,3.77,3.06,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,1.96,3.83,4.6,0.94,4.91,2.14,2.79,0.81,5.59,6.82,2.15,4.04,0.64,0.61,1.7,2.48,3.01,1.13,0.99,1.82,0.24,1.34,0.42,2.95,0.02,3.25,3.23,2.89,1.53,0.46,1.66,1.54,2.16,1.41,3.3,3.27,1.46,0.87,1.42,0.65,1.64,0.42,1.03,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,2.7,1.31,4.28,2.05,0.42,0.49,1.81,2.01,3.46,1.81,0.3,1.82,2.94,2.54,4.94,0.74,5.62,6.6,1.62,6.72,0.43,4.48,1.41,4.72,3.22,1.31,4.33,1.88,2.09,1.4,3.85,2.18,1.97,2.33,0.87,3.96,0.64,2.33,3.98,2.81,4.55,1.62,1.78,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,2.14,3.64,4.2,2.62,3.57,1.71,2.81,3.95,2.32,2.73,0.75,6.03,1.88,2.38,2.21,5.05,5.59,1.47,3.56,1.94,2.16,3.07,2.92,3.23,4.39,1.29,3.89,2.78,1.49,4.01,3.63,1.13,0.65,2.65,2.79,0.81,1.79,1.2,2.02,0.07,4.9,1.89,1.96,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.57,0.66,2.78,1.7,2.29,1.08,0.62,2.07,3.42,0.41,1.35,3.33,2.94,1.3,3.29,2.29,2.81,6.52,2.93,1.56,1.25,1.97,1.99,4.76,3.82,1.3,6.12,1.53,0.45,2.91,1.77,2.77,4.53,1.9,4.58,3.07,2.13,0.96,0.62,1.7,0.14,1.81,1.4,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,3.21,2,8.95,1.92,2.19,6.12,7.3,1.76,7.23,4.69,3.93,3.59,4.4,2.3,4.21,6.36,5.02,1.57,1.04,4.08,1.02,1.25,7.26,4.52,4.21,3.21,2.27,6.87,4.36,1.36,0.51,4.73,1.93,1.22,4.57,2.09,3.45,3.68,5.65,3.96,1.05,3.46,4.53,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,0.81,3.48,1.81,1.4,3.84,4.72,2.69,0.87,0.81,3.91,4.78,2.83,3.48,4.08,2.82,5.57,0.77,3.25,2.3,1.96,1.93,1.87,2.68,4.08,2.13,7.93,5.52,3.56,8.5,5.62,3.9,1.69,0.59,2.39,6.02,3.82,1.74,3.97,6.17,8.06,3.2,2.77,1.91,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,5.26,2.09,3.86,3.2,0.69,2.14,5.11,2.87,4.74,7,9.48,5.1,1.75,9.64,8.73,3.97,1.27,3.11,6.56,3.02,1.87,4.33,3.66,7.13,4.91,0.48,4.19,3.43,7.33,2.74,0.8,0.86,0.51,7.66,3.79,3.38,3.86,3.62,1.21,1.52,2.14,3.92,1.94,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,27.61,26.01,46.47,30.45,27.15,31.11,33.29,28.02,36.71,41.22,32.48,39.42,34.98,38.05,46.32,42.04,34.12,35.68,35.71,33.76,17.93,34.55,38.23,46.53,39.28,34.31,47.61,39.1,30.39,29.01,26.68,27.92,26.75,28.12,35.64,32.84,37.81,22.48,32.02,28.92,31.27,28.01,27.58,26.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945 - all values crossed through on TYR although record shown to end in August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
