"HORKSTOW",,,,,,,,,,,,
Grid ref,SE985184,Long,-0.511162,Lat,53.652833,,,,,,,
Station no,2579,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.14,0.85,1.19,1.77,1.86,0.67,2.71,0.89,1.40,0.86,,
February,3.46,1.84,1.44,1.00,2.73,1.06,2.48,1.92,1.84,1.02,,
March,0.49,1.90,1.44,2.45,2.13,2.46,1.95,1.25,2.87,3.39,,
April,1.26,1.43,1.58,1.50,1.29,2.49,0.68,1.99,2.74,2.31,,
May,1.59,0.83,2.32,2.92,1.94,0.65,2.09,4.31,1.60,0.96,,
June,2.42,2.20,3.08,1.73,1.25,1.90,1.68,3.17,0.97,3.20,,
July,2.42,1.45,1.84,2.33,3.24,1.62,0.96,1.74,3.15,3.89,,
August,4.58,2.54,2.87,2.69,4.37,4.79,1.59,1.57,2.05,5.27,,
September,0.90,0.86,0.89,3.47,1.98,1.51,1.01,0.50,1.58,1.64,,
October,2.56,2.19,3.14,6.27,0.97,2.18,6.10,4.70,1.02,3.74,,
November,2.75,3.20,1.46,1.44,0.61,3.34,3.76,2.10,1.26,0.73,,
December,3.15,4.31,2.08,1.00,1.41,0.52,1.85,2.72,1.99,4.77,,
Total,28.72,23.60,23.33,28.57,23.78,23.19,26.86,26.86,22.47,31.78,,
Calc annual,28.72,23.60,23.33,28.57,23.78,23.19,26.86,26.86,22.47,31.78,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
