"CANTERBURY (HARBLEDOWN)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,296/8,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,,,,,,2.98,1.24,1.38,,
February,,,,,,,,0.91,0.92,3.76,,
March,,,,,,,,0.77,0.69,0.53,,
April,,,,,,,,1.30,1.29,1.90,,
May,,,,,,,,1.46,1.38,1.45,,
June,,,,,,,,2.47,0.34,1.12,,
July,,,,,,,,1.25,0.50,2.05,,
August,,,,,,,,2.59,0.88,1.36,,
September,,,,,,,0.52,1.47,3.19,1.46,,
October,,,,,,,0.25,1.25,6.74,0.34,,
November,,,,,,,1.30,1.51,3.54,5.68,,
December,,,,,,,2.31,2.19,1.33,2.15,,
Total,,,,,,,,20.15,22.04,23.18,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,4.38,20.15,22.04,23.18,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,,
