"BLAGDON RESERVOIR",,,,,,,,,,,,
Grid ref,ST202172,Long,-3.137347,Lat,50.948690,,,,,,,
Station no,RR2422,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.22,3.01,1.88,4.20,4.66,1.10,6.46,1.38,0.99,1.44,,
February,5.54,0.89,2.14,2.46,8.25,0.76,3.21,1.69,1.94,0.40,,
March,1.85,3.79,1.97,4.29,2.49,6.10,1.76,0.74,3.25,4.13,,
April,1.06,3.40,2.17,2.11,1.44,3.04,0.95,6.07,2.07,2.98,,
May,2.39,1.09,1.77,4.74,2.25,0.46,2.49,2.57,1.98,1.27,,
June,2.67,0.59,3.61,3.89,1.22,3.25,3.00,2.50,0.42,3.18,,
July,1.25,3.17,2.81,2.92,3.89,1.16,0.63,1.53,1.78,1.50,,
August,3.40,2.18,4.23,4.40,3.19,5.05,1.77,1.86,3.03,2.17,,
September,0.59,2.91,2.64,4.33,1.63,2.01,0.72,0.33,3.06,2.25,,
October,3.67,2.53,2.86,7.47,1.31,1.49,5.87,9.05,3.39,5.88,,
November,5.43,1.15,6.22,2.45,2.30,4.52,3.56,3.60,1.38,1.34,,
December,5.78,7.76,3.36,5.72,3.08,1.16,1.88,6.00,3.05,5.52,,
Total,39.85,32.47,35.66,48.98,35.71,30.10,32.30,37.32,26.34,32.06,,
Calc annual,39.85,32.47,35.66,48.98,35.71,30.10,32.30,37.32,26.34,32.06,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
