"LANCASTER (LUNE AQUEDUCT)",,,,,,,,,,,,
Grid ref,SD482640,Long,-2.793035,Lat,54.069317,,,,,,,
Station no,3050,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.25,4.88,2.29,4.33,2.31,3.45,4.49,4.36,2.78,5.99,,
February,4.13,1.20,1.72,3.32,1.93,0.42,3.35,5.90,1.26,3.55,,
March,4.61,2.48,0.82,2.79,1.38,1.18,2.92,1.85,2.65,1.52,,
April,2.21,3.75,3.40,1.28,2.77,1.38,0.63,1.54,2.95,3.36,,
May,2.08,2.89,2.30,3.36,3.25,3.23,3.77,5.36,1.84,2.61,,
June,1.41,4.62,2.13,4.09,3.92,2.24,2.02,4.31,4.22,1.39,,
July,2.70,1.91,4.14,6.19,2.02,4.70,3.81,2.95,4.72,6.28,,
August,4.26,6.05,4.24,5.61,1.63,12.10,4.72,4.57,0.39,5.91,,
September,4.55,4.01,5.30,8.20,3.59,3.29,6.74,4.98,0.57,4.47,,
October,1.58,3.63,1.64,10.54,2.12,3.75,6.80,5.39,4.38,3.10,,
November,7.70,2.00,5.76,7.75,1.72,1.75,1.77,1.64,4.51,8.19,,
December,9.05,4.70,2.45,6.11,5.66,3.92,4.83,3.70,8.08,5.01,,
Total,48.53,42.12,36.19,63.57,32.30,41.41,45.85,46.55,38.35,51.38,,
Calc annual,48.53,42.12,36.19,63.57,32.30,41.41,45.85,46.55,38.35,51.38,,
Difference,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
