"E HARPTREE HARPTREE HILL",,,,,,,,,,,,
Grid ref,ST550556,Long,-2.646812,Lat,51.297737,,,,,,,
Station no,1969,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,1.73,1.80,1.62,,
February,,,,,,,,2.14,1.86,0.74,,
March,,,,,,,,1.20,3.49,4.01,,
April,,,,,,,,4.69,2.37,3.12,,
May,,,,,,,,2.84,2.13,2.69,,
June,,,,,,,,3.58,0.50,4.02,,
July,,,,,,,,3.36,3.65,3.45,,
August,,,,,,,,3.24,5.59,3.09,,
September,,,,,,,,1.08,2.65,4.03,,
October,,,,,,,,6.50,1.81,7.08,,
November,,,,,,,,3.84,1.56,1.98,,
December,,,,,,,,6.68,3.71,6.54,,
Total,,,,,,,,40.88,31.12,42.37,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.88,31.12,42.37,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
