"LIVERPOOL SMITHDOWN ROAD",,,,,,,,,,,,
Grid ref,SJ387889,Long,-2.923269,Lat,53.393358,,,,,,,
Station no,2814,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.93,2.03,1.71,2.36,2.44,1.38,4.78,1.16,1.79,1.82,,
February,2.77,1.53,1.61,2.03,4.36,1.42,2.50,1.81,2.35,0.80,,
March,1.25,1.48,1.91,3.34,1.78,3.26,2.31,2.07,2.89,2.81,,
April,1.40,1.80,2.26,2.06,1.30,2.29,1.39,1.32,3.52,2.52,,
May,1.70,0.86,4.21,3.48,2.65,0.50,2.41,2.82,2.78,1.29,,
June,2.57,1.72,1.89,1.82,1.82,1.91,1.30,5.68,1.92,2.77,,
July,1.38,1.81,2.04,3.18,1.61,2.37,1.02,2.36,3.82,3.65,,
August,5.82,3.32,2.32,3.73,4.84,3.26,2.72,2.77,3.37,3.15,,
September,0.45,1.10,1.18,4.96,2.37,2.04,1.83,0.81,3.36,2.91,,
October,3.88,3.34,3.36,7.79,1.75,2.83,5.34,3.60,2.32,4.25,,
November,3.09,2.72,2.19,3.32,2.41,3.86,2.11,2.82,2.40,1.28,,
December,2.80,3.71,2.86,1.55,3.07,0.47,4.14,2.28,1.93,7.40,,
Total,31.04,25.42,27.54,39.62,30.40,25.59,31.85,29.50,32.45,34.65,,
Calc annual,31.04,25.42,27.54,39.62,30.40,25.59,31.85,29.50,32.45,34.65,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
