STILLINGTON PARK,,,,,,,,,,,,
Grid ref,NZ373233,Long,-1.424110,Lat,54.603501,,,,,,,
Station no,3518,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.65,2.10,0.59,2.02,,,,,,,,
February,2.34,0.46,1.83,1.53,,,,,,,,
March,3.05,1.36,0.10,,,,,,,,,
April,1.50,1.62,2.15,,,,,,,,,
May,3.97,1.47,2.31,,,,,,,,,
June,1.05,0.47,1.93,,,,,,,,,
July,2.82,0.84,2.63,,,,,,,,,
August,5.56,2.05,4.45,,,,,,,,,
September,1.09,4.51,1.24,,,,,,,,,
October,1.60,1.85,1.50,,,,,,,,,
November,4.49,3.43,1.19,,,,,,,,,
December,3.46,1.87,0.91,,,,,,,,,
Total,32.58,22.03,20.83,,,,,,,,,
Calc annual,32.58,22.03,20.83,3.55,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
