STILLINGTON CARLTON IRON WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ373233,Long,-1.42411,Lat,54.603501,Elevation,140,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,3.03,1.62,1.41,1.56,1.13,,3.37,2.38,1.35,3.36,1.74,2.88,2.58,3,1.07,4.88,1.56,1.86,6.31,0.75,1.62,1.65,2.1,0.59,2.02,,,,,,
February,,,,,,,,,,,1.31,1.25,1.11,2.83,0.5,2.87,3.08,2.63,1.66,1.05,2.2,6.22,2.28,0.49,2.06,1.64,0.56,2.74,1.31,0.56,2.72,2.34,0.46,1.83,1.53,,,,,,
March,,,,,,,,,,,2.98,1.39,2.35,1.59,1.9,0.73,1.91,2.65,0.08,2.35,1.96,2.3,0.51,0.46,0.64,0.37,1.36,3.67,1.22,0.97,0.81,3.05,1.36,0.1,,,,,,,
April,,,,,,,,,,,2.64,2.87,1.17,0.9,2.65,2.93,1.22,2.32,0.08,1.68,1.64,0.42,1.08,0.82,1.98,1.11,1.89,3.08,1,1.82,2.04,1.5,1.62,2.15,,,,,,,
May,,,,,,,,,,,1.1,2.43,4.04,2.38,1.11,0.86,1.6,2.58,3.18,1.47,1.05,0.81,1.51,1.83,1.15,2.34,2.79,2,1.47,0.45,1.41,3.97,1.47,2.31,,,,,,,
June,,,,,,,,,,1.59,1.29,3.13,1.58,1.58,1.95,,3.67,1.1,2.66,3.01,0.73,2.18,0.67,1.66,2.6,2.1,2.29,2.27,4.54,0.84,1.62,1.05,0.47,1.93,,,,,,,
July,,,,,,,,,,2.15,5.12,4.93,3.97,1.59,1.46,,3.5,1.48,3.06,2.48,4.51,0.7,4.13,2.01,1.84,1.61,4.37,2.99,1.05,1.53,2.71,2.82,0.84,2.63,,,,,,,
August,,,,,,,,,,2.2,3.65,2.72,2.71,0.42,3.08,,1.85,0.9,2.71,3.06,1.03,2.37,2.12,3.98,1.95,3.18,2.93,0.27,3.99,1.79,4.32,5.56,2.05,4.45,,,,,,,
September,,,,,,,,,,1.06,3.05,3.8,2.21,1.29,1.74,,2.37,1.75,1.58,1.21,0.7,0.38,3.27,3.79,4.02,1.5,3.9,1.78,1.83,0.56,2.71,1.09,4.51,1.24,,,,,,,
October,,,,,,,,,,1.95,1.99,1.13,3.29,4.44,2.9,,1.21,1.61,3.68,5.74,2.71,3.33,2.31,1.97,2.96,3.4,1.52,0.23,1.6,2.81,1.19,1.6,1.85,1.5,,,,,,,
November,,,,,,,,,,2.57,3.54,2.17,1.29,3.34,2.1,3.98,2.47,2.21,2.24,2.55,2.88,2.85,0.7,2.36,4.66,1.17,4.6,1.85,1.43,3.6,6.25,4.49,3.43,1.19,,,,,,,
December,,,,,,,,,,2.73,2.15,1.14,0.93,1.53,3.69,2.11,2.14,4.18,3.31,0.96,2.11,0.36,2,1.18,1.45,1.27,2.98,1.74,1.51,2.49,3.33,3.46,1.87,0.91,,,,,,,
Total,,,,,,,,,,,31.85,28.58,26.06,23.45,24.21,,28.39,25.79,25.59,28.92,23.26,24.8,23.16,23.55,26.38,24.57,30.75,24.48,27.26,18.17,30.73,32.58,22.03,20.83,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1935 Jan, Jun,Jul,Aug,Sept,Oct,total estimated hence removed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
