SILVERSTONE-MODERN-SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP668438,Long,-1.026463,Lat,52.088528,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,3.14,1.3,3.24,2.25,3.05,1.52,2.83,0.98,,1.72,2.08,0.73,3.52,4.13,2.69,5.5,2.95,3.5,3.6,4.26,1.76,1.73,1.74,,,2.13,0.52,2.91,,,,,,,,,
February,,,,,0.43,3.55,2.57,3.15,1.66,0.65,0.8,2.99,0.21,2.28,0.52,2.57,1.91,3.76,0.77,1.1,1.96,2.9,1.18,1.42,0.94,1.86,2.26,,,1.37,4.37,3.22,,,,,,,,,
March,,,,,0.7,0.65,0.48,2.78,1.49,0.08,1.03,0.2,,2.73,2.04,0.38,1.62,3.03,0.3,1.88,2.51,3.13,1.66,0.86,0.29,0.82,1.11,6.64,,1.55,1.65,4.45,,,,,,,,,
April,,,,,2.58,1.85,1.73,1.6,1.91,1,2.31,3.85,,0.83,1.79,4.18,1.54,3.46,0.07,2.87,2.92,1.42,0.88,0.78,1.79,0.99,1.23,2.21,,1.58,2.18,1.57,,,,,,,,,
May,,,,,4.05,2.71,3.5,1.11,0.63,1.57,1.93,2.9,,1.58,0.73,2.01,0.99,3.59,2.29,1.33,1.12,2.39,2.66,2.52,0.87,2.03,2.37,1.88,,3.15,1.76,3.72,,,,,,,,,
June,,,,,2.08,0.02,3.01,3.36,2.27,0.91,1.05,2.34,0.97,2.66,1.59,3.83,3.27,1.56,1.2,2.21,0.42,2.14,0.2,3.14,2.23,2.07,2.58,1.18,,0.85,1.8,1.56,,,,,,,,,
July,,,,,2.95,3.23,1.3,2.88,2.78,1.43,2.91,3.4,,1.32,2.2,0.42,6.5,1.74,1.64,5.2,3.38,2.76,2.11,0.72,3.04,2.08,1.39,3.62,,1.06,5.43,0.87,,,,,,,,,
August,,,,,,2.5,1.6,3.3,2.1,1.4,3,4,,0.75,2.05,2.06,0.42,0.9,3.4,3.94,0.12,4.28,3.12,2.17,2.17,1.46,3.79,0.22,,0.82,2.32,1.95,,,,,,,,,
September,,,,,2.58,3.59,1.65,4.23,0.6,0.2,4.05,0.94,,1.56,2.43,4.29,2.83,1.59,2.03,1.22,0.76,0.27,1.02,1.85,3.07,2.08,3.43,1.37,,1.04,2.71,1.5,,,,,,,,,
October,,,,,4.39,3.37,2.52,3.14,4.59,2.99,1.22,0.39,,2.14,1.37,3.34,1.68,2.83,2.27,6.81,3.12,2.45,2.86,2.5,3.28,4.09,1.29,0.21,,4.75,0.5,0.95,,,,,,,,,
November,,,,,2.21,2.17,4.34,2.7,3.58,6.6,3.35,3.53,1.79,1.3,2.38,4.39,1.97,1.75,3.17,4.1,6.55,2.52,2.44,1.32,3.67,0.5,6.12,1.53,,2.92,3.5,5.9,,,,,,,,,
December,,,,,3.96,2.15,0.24,3.24,2.82,6.67,2.58,0.96,0.81,0.3,5.73,3.47,2.19,1.92,3.48,1.43,1.67,1.22,2.88,0.92,1.53,3.17,1.84,2.55,,1.49,1.53,1.75,,,,,,,,,
Total,,,,,,27.09,26.18,33.74,27.48,25.02,27.06,26.48,,19.17,24.91,31.67,28.44,30.26,23.31,37.59,27.48,28.98,24.61,22.46,24.64,22.88,29.15,,,22.71,28.27,30.35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924 Aug estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932 Jan Mar Apr May Jul Aug Sep Oct estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947 Jan Feb estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
