"SILVERSTONE (MODERN SCHOOL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1095,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.50,3.60,4.26,1.76,1.73,1.74,1.80,,2.13,0.52,,
February,2.90,1.18,1.42,0.94,1.86,2.26,1.67,,1.37,4.37,,
March,3.13,1.66,0.86,0.29,0.82,1.11,6.64,,1.55,1.65,,
April,1.42,0.88,0.78,1.79,0.99,1.23,2.21,,1.58,2.18,,
May,2.39,2.66,2.52,0.87,2.03,2.37,1.88,,3.15,1.76,,
June,2.14,0.20,3.14,2.23,2.07,2.58,1.18,,0.85,1.80,,
July,2.76,2.11,0.72,3.04,2.08,1.39,3.62,,1.06,5.43,,
August,4.28,3.12,2.17,2.17,1.46,3.79,0.22,,0.82,2.32,,
September,0.27,1.02,1.85,3.07,2.08,3.43,1.37,,1.04,2.71,,
October,2.45,2.86,2.50,3.28,4.09,1.29,0.21,,4.75,0.50,,
November,2.52,2.44,1.32,3.67,0.50,6.12,1.53,,2.92,3.50,,
December,1.22,2.88,0.92,1.53,3.17,1.84,2.55,,1.49,1.53,,
Total,28.98,24.61,22.46,24.64,22.88,29.15,24.88,,22.71,28.27,,
Calc annual,28.98,24.61,22.46,24.64,22.88,29.15,24.88,0.00,22.71,28.27,,
Difference,0.00,0.00,-0.00,0.00,-0.00,-0.00,-0.00,NaN,0.00,-0.00,,
