HARROGATE THE STRAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE311549,Long,-1.527174,Lat,53.989216,Elevation,380,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,3.88,1.43,1.82,1.06,3.31,3.88,0.78,1.77,1.45,3.35,3.73,1.4,1.34,2.03,2.65,0.99,3.76,1.37,1.22,1.25,3.79,1.35,4.27,4.25,1.37,3.91,1.28,2.77,2.71,4.46,3.67,4.43,,,,,,,,,
February,1.17,0.05,2.69,3.19,5.41,0.36,0.7,2.72,1.78,1.46,5.65,1.26,1.34,2.5,3.52,1.61,2.07,2.12,1.75,0.8,2.66,2.14,1.62,0.56,1.36,3.24,4.22,0.65,3.18,1.78,2.6,0.12,,,,,,,,,
March,2.02,1.48,1.47,0.61,2.65,2.33,3.21,3.14,1.04,1.14,0.84,2.02,1.23,3.61,2.15,2.81,1.9,2.08,3.42,3.89,0.59,1.61,3.57,3.32,2.5,1.19,4.53,3.08,1.3,3.3,2.75,1.86,,,,,,,,,
April,0.83,2.32,1.54,0.86,2.43,2.12,1.22,1.82,2.96,1.89,1.7,2.32,1.63,1.39,1.61,2.55,0.8,1.36,2.81,2.97,2.68,1.55,0.22,3.2,1.03,1.27,1.6,2.31,0.96,1.64,4.58,1.56,,,,,,,,,
May,2.17,2.3,3.37,2.38,1.92,0.46,0.53,1.1,2.5,3.72,1.49,0.9,2.43,4.57,3.28,0.67,2.5,4.42,2.8,1.81,2.22,1.11,3.59,2.06,1.23,1.68,2.77,1.89,3.89,1.4,1.52,2.02,,,,,,,,,
June,1.84,1.33,4.32,1.31,3.71,2.95,4.04,3.82,1.95,1.53,3.59,1.42,2.29,2.78,1.71,1.15,1.38,3.2,1.26,3.68,3,3.05,6.61,1.11,2.41,1.52,2.2,1.57,0.76,1.23,1.88,0.23,,,,,,,,,
July,2.36,3.64,1.51,3.19,2.68,6.94,1.65,0.62,1.83,2.11,3.21,1.26,1.8,3.35,0.83,1.39,1.72,1.69,2.71,3.16,2.87,0.39,4.62,0.96,3.89,3.93,1.78,1.16,4.02,2.35,6.27,1.83,,,,,,,,,
August,4.6,3.68,3.05,2.88,2.73,3.64,1.76,3.24,3.39,1.16,4.44,1.64,2.52,2.84,2.32,3.8,2.76,1.81,1.6,3.39,3.57,2.72,5.54,1.33,1.37,2.23,1.51,6.86,3.07,2.37,1.54,2.52,,,,,,,,,
September,2.71,2.06,1.42,1.7,1.24,1.06,3.72,2.95,0.88,3.35,0.42,1.01,1.04,4.03,1.13,1.83,0.55,1.01,1.73,1.8,0.21,2.93,1.77,1.17,1.46,0.8,2.16,0.66,7.29,1.1,0.87,0.99,,,,,,,,,
October,0.87,4.06,6.72,2.12,4.4,4.64,3.51,1.81,4.37,3.01,3.36,1.73,3.46,7.7,0.64,1.8,4,7.25,1.41,2.36,3.46,3.04,2.82,3.36,1.24,1.23,4.54,4.27,1.67,3.35,3.07,1.73,,,,,,,,,
November,3.05,3.15,1.76,2.21,1.5,4.14,1.55,1.8,2.45,1.3,3.39,4.31,1.95,1.62,2.81,3.88,3.5,2.93,1.55,0.9,3.58,3.78,1.56,2.39,4.11,0.97,2.81,2.85,1.44,2.19,2.03,2.8,,,,,,,,,
December,0.85,4.58,0.71,3.56,2.17,3.31,4.21,2.95,2.83,3.03,3.01,3.66,1.83,1.55,1.47,0.56,2.22,3.19,1.23,4.11,2.75,3.75,2.6,2.26,6.07,7.31,2.4,1.6,4.61,4.03,4.02,4.07,,,,,,,,,
Total,26.35,30.08,30.38,25.07,34.15,35.83,26.88,27.74,27.43,27.05,34.83,22.93,22.86,37.97,24.12,23.04,27.16,32.43,23.49,30.12,31.38,27.42,38.79,25.97,28.04,29.28,31.8,29.67,34.9,29.2,34.8,24.16,,,,,,,,,
