KNOCKBREX BORGUE (CORSEYARD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NX591485,Long,-4.1940185,Lat,54.811496,Elevation,50,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,5.44,3.43,4.08,3.89,4.96,2.04,4.3,3.39,5.31,4.6,3.5,1.93,7.37,5.96,3.7,4.24,5.32,4.36,7.39,1.89,2.06,4.31,3.41,1.89,3.59,3.04,2.86,3.56,4.3,1.81,4.3
February,,,,,,,,,,2.12,0.28,3.37,0.41,5.56,0.34,3.71,1.98,6.34,1.66,3.07,2,2.93,1.83,2.45,1.68,4.43,3.16,0.6,1.34,2.08,3.76,2.32,0.89,1.25,3.87,1.76,1.17,3.04,3.54,1.24,3.66
March,,,,,,,,,,1.06,1.84,0.93,2.53,2.45,2.75,1.1,2.12,2.04,1.09,2.78,4.94,2.4,4,0.79,0.39,2.68,3.11,5.25,2.4,2.11,3.4,3.56,2.36,0.52,3.1,2.52,2.08,4.06,1.01,2.3,2.3
April,,,,,,,,,,1.25,1.72,1.85,2.8,1.88,3.29,3.25,1.21,2.6,0.3,1.75,1.71,1.25,1.76,2.13,2.5,2.52,0.94,3.64,1.64,2.38,3.34,1.61,1.62,2.69,1.15,2.7,1.3,1.43,1.36,2.64,3.16
May,,,,,,,,,,2.75,1.38,2.37,2.8,2.35,3.38,0.42,1.98,1.64,4.08,0.49,1.35,2.79,4.9,3.8,1.8,3.55,0.75,4.27,1.54,0.76,1.11,1.85,2.82,2.92,3.03,3.29,1.49,3.62,3.33,1.24,2.43
June,,,,,,,,,,2.04,1.8,4.23,1.19,2.26,1.93,3.91,3.55,2.69,4.3,2.31,1.58,0.76,0.89,3.28,2.43,3.07,3.2,1.96,4.2,0.58,2.52,1.11,2.91,1.61,3.56,4.01,2.59,1.18,4.8,3.14,1.79
July,,,,,,,,,,4.27,3.93,4.94,3.02,2.53,2.31,1.96,5.82,5.29,4.24,4.71,3.4,3,2.65,1.96,3.15,2.49,3.22,3.37,3.09,3.12,2.1,2.35,2.05,5.63,3.88,2.13,4.32,5.62,4.35,2.94,4.16
August,,,,,,,,,,4.94,5.61,2.25,1.92,2.11,4.41,1.65,2.03,1.82,2.52,0.9,1.17,5.87,3.99,5.61,3.34,1.17,2.47,0.14,5.02,2.02,7.07,4.75,3.64,2.8,4.47,1.51,8.63,2.85,4.4,0.48,4.13
September,,,,,,,,,,0.77,4.78,1.3,4.07,1.02,3.82,4.35,4.45,3.05,4.83,2.18,4.11,1.88,3.64,2.19,5.18,3.43,6.24,3.67,4.56,1.99,6.81,3.63,2.35,5.15,4.61,2.16,4.78,5.13,4.91,2.08,4.31
October,,,,,,,,,,5.61,6.45,2.88,,2.67,5.41,5.99,2.84,2.27,6.28,2.52,3.62,3.32,3.37,4.76,5.31,5.09,0.84,0.7,4.37,4.5,3.14,0.37,5.01,3.9,7.33,2.8,2.29,3.76,4.38,4.87,6.13
November,,,,,,,,,,6.11,5.67,10.95,3.49,2.27,0.86,5.41,4.46,1.79,4.25,2.47,4.03,1.98,0.83,2.21,7.38,0.26,6.23,3.11,5.4,5.25,2.78,7.4,2.5,4.9,8.16,2.7,1.23,3.51,2.65,6.9,8.28
December,,,,,,,,,,7.92,5.16,2.91,5.76,1.85,8.67,3.05,3.31,3.34,3.21,2.44,2.14,1.4,4.7,3.29,4.07,3.01,3.88,1.85,4.51,5.19,1.7,5.92,3.97,3.43,4.52,5.4,3.53,3.31,4.85,6.77,4.06
Total,,,,,,,,,,,44.06,41.41,,30.84,42.13,36.84,38.05,36.26,42.07,30.22,33.55,29.51,39.93,38.43,40.93,35.94,39.36,32.92,45.46,31.87,39.79,39.18,33.53,36.69,51.27,34.02,36.27,41.07,43.88,36.41,48.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932 Oct amended from surrounding stations therefore removed; total estimated - removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1940 Jan-Feb amended for snow but left; Mar amended by map - removed, total estimated - removed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950 noted that days have been missed therefore records low.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950 also noted that the gauge had moved about 3 years ago to centre of field near Roberton from the Corseyard. NGR NX600486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_29_pt1-page-022.csv - split across two csv files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
