GRIMSBY - RIBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TA185075,Long,-0.213,Lat,53.551,Elevation,106,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR6503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921
January,1.49,,,2.32,2.84,2.19,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,2.77,,
February,0.97,,,3.29,0.66,0.51,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,3.15,,
March,2.34,,,1.38,2.81,1.74,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,3.08,,
April,4.29,,,2.12,2.23,1.41,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,1.75,,
May,2.39,,,2.22,4.25,2.29,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,0.67,,
June,2.81,,,3.21,0.79,0.04,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.87,,
July,2.83,,,0.66,3.29,1.55,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.40,2.61,,
August,3.06,,,2.40,2.29,1.53,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,3.32,,
September,2.18,,,4.15,1.28,2.42,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23,1.27,,
October,5.48,,,6.94,3.59,3.47,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,3.17,,
November,3.82,,,2.56,2.28,2.59,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,3.10,,
December,4.74,,,0.89,5.21,1.39,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62,3.37,,
Total,36.40,,,32.14,31.52,21.13,27.76,,,,,,,,,,,,,,,30.05,22.66,24.98,,,,,,,,,,,,,25.62,29.13,29.62,18.99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1880-1889_08_pt1/076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1900-1909_17_pt1/136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_16_pt1/107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISSING_TYRain_1920-1930_GRIMSBY_RIBY-page-0.csv/000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# The rainfall sheet for this gauge for the 1920-1930 decade is missing from the Met Office archive volumes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Annual totals for 1920-1921 have been taken from British Rainfall almanacs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
