"LICHFIELD (HANCH RESERVOIR)",,,,,,,,,,,,
Grid ref,SK103136,Long,-1.848949,Lat,52.719956,,,,,,,
Station no,2345,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.19,2.66,0.79,1.11,2.38,3.71,1.15,1.93,3.28,5.94,,
February,2.36,0.57,1.34,2.45,2.11,0.74,2.05,4.51,0.26,1.98,,
March,4.31,2.08,1.13,2.26,3.01,1.14,2.23,1.68,1.77,1.72,,
April,1.80,2.36,2.66,0.35,1.22,1.32,0.27,0.50,2.88,0.88,,
May,3.75,2.71,2.61,2.20,4.47,0.59,0.84,1.57,0.91,1.40,,
June,1.70,2.39,2.29,2.61,2.97,2.26,1.30,4.04,1.06,3.24,,
July,0.68,1.13,2.29,3.20,0.60,3.36,3.29,5.46,1.54,3.42,,
August,5.60,2.30,2.70,4.13,0.67,4.01,4.94,2.84,1.82,4.54,,
September,1.89,1.24,2.05,1.84,2.12,2.51,6.17,2.66,0.12,5.30,,
October,0.82,3.19,1.72,3.48,1.57,1.83,1.52,2.83,2.54,5.46,,
November,5.48,1.56,1.45,4.83,2.53,0.89,1.92,1.67,3.63,3.52,,
December,2.10,3.13,1.19,2.91,1.91,3.21,1.44,3.26,3.77,3.36,,
Total,32.68,25.32,22.22,31.37,25.56,-999.00,27.12,32.95,23.58,40.76,,
Calc annual,32.68,25.32,22.22,31.37,25.56,25.57,27.12,32.95,23.58,40.76,,
Difference,0.00,0.00,0.00,0.00,-0.00,-1024.57,0.00,0.00,-0.00,-0.00,,
