"LICHFIELD HANCH RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2345,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,,,,,,1.62,2.86,,
February,,,,,,,,,0.92,3.02,,
March,,,,,,,,,1.11,5.20,,
April,,,,,,,,,1.45,1.48,,
May,,,,,,,,,2.22,1.11,,
June,,,,,,,,,0.74,1.18,,
July,,,,,,,,,3.12,2.59,,
August,,,,,,,,,1.42,2.82,,
September,,,,,,,,,6.15,1.77,,
October,,,,,,,,,1.09,3.29,,
November,,,,,,,,,1.49,1.88,,
December,,,,,,,,,3.12,3.87,,
Total,,,,,,,,,24.45,31.07,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.45,31.07,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
