NORTON-CHANTREY-GRANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK363820,Long,-1.4563642,Lat,53.333671,Elevation,700,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,2.16,,,3.78,1.59,3.2,1.6,2.5,5.17,1.1,3.46,0.84,3.79,,2.23,1.51,3.51,3.54,1.59,3.82,1.44,1.73,2.11,3.98,1.06,6.31,4.06,1.76,3.17,1.86,2.57,,
February,,,,,,,,0.54,,,1.17,0.13,3.9,4.47,4.73,0.49,0.79,5.17,1.53,2.34,,1.57,2.32,2.12,5.54,1.33,3.15,2.64,2.05,0.81,3.57,2.24,2.05,1.26,1.62,3.81,5.39,0.56,,
March,,,,,,,,1,,,2.02,1.99,1.67,0.64,1.26,2.14,3.23,3.37,2.07,2.23,,2.25,1.85,3.92,2.52,3.24,2.41,2.45,3.42,4.75,0.78,1.53,3.75,3.66,2.63,1.25,6.25,1.52,,
April,,,,,,,,1.13,,,0.71,2.65,1.03,0.65,2.82,2,1.24,2.07,2.79,2.46,,1.71,3.22,1.96,1.98,2.98,0.55,2.06,2.75,1.65,2.28,1.38,0.42,2.75,1.07,1.2,1.06,2.72,,
May,,,,,,,,1.97,,,3.02,3.87,3.59,3.51,1.6,1.33,0.73,0.85,3.13,2.98,,1.14,3.85,4.26,2.67,0.69,2.13,3.87,2.89,1.62,2.52,1.21,3.66,2.37,1.29,1.24,2.23,1.27,,
June,,,,,,,,0.47,,,1.23,2.18,3.86,1.43,2.37,1.39,2.75,3.62,1.68,1.61,,1.27,2.08,1.8,0.41,3.57,1.64,4.01,1.63,3.54,3.42,2.49,4.33,0.75,2.71,1.31,2.28,1.24,,
July,,,,,,,,1.16,,,3.08,1.9,2.72,2.61,3.11,3.17,1.31,0.76,1.27,3.69,,4.28,2.35,2.69,2.6,2.06,1.41,2.59,2.39,3.42,1.96,0.28,5.24,1.92,3.71,4.14,1.47,2.6,,
August,,,,,,,,2.08,,,3.41,3.41,2.17,1.4,2.42,2.23,1.83,3,3.85,0.75,,0.92,4.65,5.72,4.3,4.67,2.2,2.52,3,1.59,3.87,2.02,6.08,1.55,1.59,3.08,1.61,3.94,,
September,,,,,,,,1.92,,,1.58,2.65,4.14,1.54,0.19,0.6,5.37,2.51,0.37,4.37,,0.86,1.86,3.96,1.66,1.42,0.88,0.51,1.87,2.6,0.38,2.25,1.54,2.74,1.14,0.88,1.44,2.01,,
October,,,,,,,,2.17,,,1.68,4.09,5.11,1.92,4.57,3.72,3.33,1.03,3.54,2.79,,2.07,3.73,6.54,0.87,1.78,6.68,6.14,1.41,3.13,2.38,2.61,3.13,4.46,2.88,1.59,3.57,,,
November,,,,,,,,2.72,,,5,2.95,1.77,1.85,1.67,4.46,1.59,2.27,3.32,1.38,,4.6,2.87,1.97,2.65,4.26,3.61,3.15,2.09,0.68,4.11,3.23,2.21,3.02,2.9,3.24,2.74,,,
December,,,,,,,,2.72,,,0.94,4.99,1.11,3.71,2.2,3.63,3.93,3.43,2.53,2.47,,6.8,2.31,2.09,1.74,0.83,3.06,2.13,2.4,5.81,4.96,5.89,3.69,2.02,5.74,9.12,2.92,,,
Total,,,,,,,,20.04,,,27.62,32.4,34.27,25.33,29.44,30.33,27.2,31.54,26.92,30.86,,29.7,32.6,40.54,30.48,28.42,31.54,33.51,27.63,31.71,34.21,26.19,42.41,30.56,29.04,34.03,32.82,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is Norton Green, formerly Chantrey Grange. Altitudes match.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
