"SKYE, SCALPAY ISLAND",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5757,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,12.97,18.23,6.50,10.97,9.52,8.49,13.07,13.89,15.70,3.67,13.89,
February,13.38,3.77,10.64,5.33,2.63,7.29,6.19,5.58,11.25,1.72,1.08,
March,10.97,13.75,4.64,2.73,1.76,4.51,8.43,8.18,5.50,1.63,6.76,
April,2.68,2.95,4.99,4.54,4.73,6.19,3.92,6.90,4.39,2.98,3.63,
May,6.46,5.22,10.66,4.33,3.31,6.31,5.01,2.57,1.28,4.84,3.79,
June,2.31,2.37,3.83,3.90,4.32,2.14,2.08,5.30,6.02,5.26,4.28,
July,6.33,4.78,5.43,5.48,6.17,2.57,2.69,3.76,8.19,6.40,2.19,
August,3.40,5.08,3.87,8.38,5.95,5.17,5.68,5.36,5.14,9.11,9.72,
September,8.25,6.17,3.51,10.73,10.18,3.35,9.76,8.93,6.95,8.26,4.80,
October,2.65,9.62,3.07,13.53,6.29,5.19,7.06,10.19,8.97,13.83,13.36,
November,12.07,3.33,5.34,11.25,6.03,4.17,9.24,11.60,11.49,9.02,9.47,
December,7.49,11.85,10.99,8.45,16.56,7.71,6.96,0.46,12.88,11.86,12.81,
Total,88.96,87.12,73.47,89.62,77.45,63.09,80.09,82.72,97.76,78.58,85.78,
Calc annual,88.96,87.12,73.47,89.62,77.45,63.09,80.09,82.72,97.76,78.58,85.78,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
