SKYE SCALPAY ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NG630283,Long,-5.93414,Lat,57.283644,Elevation,4,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,2.63,14.64,8.28,9.57,6.19,6.8,9.05,8.39,6.82,11.32,8.2,11.73,12.39,10.42,7.34,6.52,6.89,10.16,9.96,13.01,3.51,8.92,5.7,12.97,18.23,6.5,10.97,9.52,8.49,13.07,13.89,15.7,3.67,13.89,8.52,17.55,10.62,13.08,8.12,4.1,8.79,,,
February,,,,,,,,12.35,11.99,5.65,4.04,4.31,3.91,14.64,6.81,6.14,6.59,7.48,7.34,3.78,9.42,11.69,10.66,4.89,9.87,7.96,7.37,1.49,12.54,1.8,13.38,3.77,10.64,5.33,2.63,7.29,6.19,5.58,11.25,1.72,1.08,10.91,0.75,7.37,3.09,10.6,2.46,,,,
March,,,,,,,,8.98,7.49,6.29,1.41,5.97,8.97,14.59,4.65,7.24,6,7.55,7.24,0.96,8.38,5.18,8.78,9.44,5.46,4.88,2.17,4.25,3.07,4.96,10.97,13.75,4.64,2.73,1.76,4.51,8.43,8.18,5.5,1.63,6.76,1.51,3.12,5.44,4.82,4.66,3.31,,,,
April,,,,,,,,4.33,4.39,6.88,7,4.2,2.75,3.82,11.7,3.5,4.65,4.45,2.41,3.17,12.7,8.82,5.64,5.76,9.12,8.28,5.01,3.03,2.46,5.65,2.68,2.95,4.99,4.54,4.73,6.19,3.92,6.9,4.39,2.98,3.63,3.48,5.13,5.92,5.35,2.88,2.26,,,,
May,,,,,,,,4,3.46,2.18,5.03,1.02,3.55,3.76,5.66,3.47,4.61,2.57,4.25,4.54,7.57,5.36,3.7,3.57,2.69,0.96,4.23,3.34,3.09,1.35,6.46,5.22,10.66,4.33,3.31,6.31,5.01,2.57,1.28,4.84,3.79,5.02,2.82,1.17,4.79,1.32,2.4,,,,
June,,,,,,,,2.35,2.93,3.29,3.06,4.67,1.57,2.32,3.97,2.13,0.81,5.52,5.8,0.99,2.28,5.08,5.65,5.78,3.04,1.07,2.38,4.47,4.36,9.04,2.31,2.37,3.83,3.9,4.32,2.14,2.08,5.3,6.02,5.26,4.28,5.22,2.16,4.45,3.19,3.62,1.9,,,,
July,,,,,,,,5.19,1.49,4.12,3.73,3.2,2.98,5.88,2.55,3.29,9.11,3.6,2.47,4.97,3.54,6.51,4.09,1.34,2.62,5.1,2.82,1.43,7.31,2.04,6.33,4.78,5.43,5.48,6.17,2.57,2.69,3.76,8.19,6.4,2.19,7.75,5.95,3.55,6.38,2.04,5.32,,,,
August,,,,,,,,4.47,5.99,2.08,5.16,6.17,5.2,11.2,10.86,5.88,7.69,6.27,11.28,6.33,6.93,7.84,4.26,2.43,4.72,2.59,2.88,3.4,6.39,6.06,3.4,5.08,3.87,8.38,5.95,5.17,5.68,5.36,5.14,9.11,9.72,1.68,3.27,8.83,6.56,5.87,6.83,,,,
September,,,,,,,,8.79,7.38,8.98,7.54,6.81,5.5,5.33,5.84,6.31,4.87,2.45,13.57,1.77,2.01,6.74,2.25,4.44,5.95,3.5,3.63,10.27,8.74,9.34,8.25,6.17,3.51,10.73,10.18,3.35,9.76,8.93,6.95,8.26,4.8,1.49,8.78,1.75,11.42,11.1,3.84,,,,
October,,,,,,,,3.86,5.19,6.25,9.34,9.06,6.86,11.05,7.46,10.15,8.43,5.75,5.94,12.51,3.68,4.35,8.41,8.26,2.91,2.4,11.81,16.77,12.84,5.92,2.65,9.62,3.07,13.53,6.29,5.19,7.06,10.19,8.97,13.83,13.36,11.2,9.75,6.6,12.28,14.47,11.24,,,,
November,,,,,,,,7.78,11.4,11.34,6.17,4.73,6.64,9.03,5.78,8.31,8.25,9.54,8.76,6.83,6.19,11.15,9.85,13.41,9.92,5.64,9.92,11.34,8.54,5.42,12.07,3.33,5.34,11.25,6.03,4.17,9.24,11.6,11.49,9.02,9.47,10.74,10.91,3.98,5.14,7.41,5.73,,,,
December,,,,,,,7.28,9.63,17.45,5.92,14.39,10.11,7.56,5.9,7.11,9.48,16.78,7.46,10.5,7.46,7.61,13.44,21.05,8.2,10.2,6.19,6.85,7.67,10.27,9.49,7.49,11.85,10.99,8.45,16.56,7.71,6.96,0.46,12.88,11.86,12.81,11.74,12.21,4.6,9.57,5.29,16.11,,,,
Total,,,,,,,,74.36,93.8,71.26,76.44,66.44,62.29,96.57,80.78,72.72,89.11,70.84,91.29,65.7,80.73,93.5,90.86,74.41,76.66,58.53,72.08,70.97,88.53,66.77,88.96,87.12,73.47,89.62,77.45,63.09,80.09,82.72,97.76,78.58,85.78,79.26,82.4,64.28,85.67,77.38,65.5,,,,
