"STRONTIAN, LAUDALE 8"" gauge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NM 749 598,Long,-5.675228,Lat,56.676036,Elevation,15,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,9.02,0.89,10.34,10.4,11.53,7.74,7.37,11.27,7.6,9.59,15.08,8.2,12.29,4.92,10.93,2.04,4.41,1.65,7.41,6.44,11.36,5.18,8.16,12.78,10.58,8.63,12.06,7.61,8.92,10.19,12.5,,,,,,,,,
February,11.56,3.86,8.6,11.97,11.77,12.49,4.01,8.11,3.41,6.49,1.78,2.64,3.66,8.72,9.81,1.44,5.7,4.86,9.13,4.33,3.78,3.52,2.57,13.31,7.67,9.67,8.94,9.13,7.48,6.76,11.72,,,,,,,,,
March,3.7,7.35,8.56,4.98,8.88,6.1,5.01,2.97,4.38,5.14,9.15,6.64,1.59,3.47,7.23,5.65,9.15,8.16,4.02,5.83,0.89,6.32,9.2,15.27,7,10.04,5.23,6.26,9.05,1.53,6.67,,,,,,,,,
April,7.35,1.47,4.69,4.5,2.92,3.31,6.6,4.54,4.13,3.45,3.85,1.8,2.35,1.85,1.66,3.53,3.73,4.02,4.68,5.58,4.98,6.28,5.69,2.7,11.21,4.26,4.77,5.22,1.82,6.12,8.41,,,,,,,,,
May,2.96,3.64,5.35,4.79,5.29,4.4,3.75,2.41,6.72,4.35,2.51,1.82,5.78,2.81,3.5,1.19,1.45,3.52,3.85,2.1,7.2,2.19,5.72,4.05,5.83,3.34,4.96,5.85,4.54,5.77,4.48,,,,,,,,,
June,3.46,7.85,5.9,3.24,2.07,3.38,2.83,3.23,5.02,1.75,7.74,2.14,3.83,0.6,3.61,1.78,4.31,1.93,4.11,2.6,4.55,5.78,1.82,2.75,5.01,2.12,0.52,6.09,3.59,1.99,1.85,,,,,,,,,
July,3.8,7.85,8.82,3.56,6.39,3.52,5.77,5.35,3.82,1.55,6.58,3.21,5.35,5.26,4.43,5.38,4.73,5.24,3.53,4.27,4.57,3.83,3.54,5.84,4.61,6.52,7.06,2.78,5.19,7.14,3.3,,,,,,,,,
August,1.69,6.13,4.33,7.08,6.88,3.02,5.61,3.71,7.76,7.1,6.9,7.9,6.46,4.97,4.54,6.73,7.64,5.65,7.53,2.37,7.07,6.82,6.77,13.17,7.18,6.14,5.84,10.7,5.17,6.14,8.1,,,,,,,,,
September,5.03,3.55,6.22,4.58,7.05,13.41,7.84,4.14,3.13,3.7,8.49,9.86,12.32,6.36,0.22,5.07,7.05,5.85,8.83,8.86,9.54,7.65,7.41,7.33,8.43,8.96,6.31,2.19,9.88,4.02,3.5,,,,,,,,,
October,1.93,4.17,6.31,9.57,11.35,8.81,6.54,6.13,8.02,5.22,12.68,11.61,4.22,11.15,2.78,6.67,4.24,3.47,3.91,6.51,10.48,7.9,8.43,16.45,7.48,7.19,8.42,3.97,1.51,14.07,4.5,,,,,,,,,
November,9.64,14.11,12.27,14.79,11.9,4.65,8.9,6.13,9.57,6.32,11.47,5.53,7.84,5.12,12.14,6.53,4.96,3.64,7.26,10.36,6.11,6.27,6.81,9.56,6.96,7.71,7.44,8.47,7.12,8.99,5.75,,,,,,,,,
December,7.69,12.64,8.25,14.35,12.97,10.28,9.31,8.97,11.69,11.74,1.15,12.48,4.4,11.9,7.72,7.04,6.44,10.39,14.38,6.75,18.04,9.18,11.52,9.01,8.61,6.88,8.68,8.38,9.71,9,6.5,,,,,,,,,
Total,67.83,73.51,89.64,93.81,99,81.11,73.54,66.96,75.25,66.4,87.38,73.83,70.09,67.13,68.57,53.05,63.81,58.38,78.64,66,88.57,70.92,77.64,112.22,90.57,81.46,80.23,76.65,73.98,81.72,77.28,,,,,,,,,
