"GARSTANG GRIZEDALE INTAKE",,,,,,,,,,,,
Grid ref,SD540494,Long,-2.702201,Lat,53.938659,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.00,2.12,2.89,4.85,4.30,2.33,6.10,2.60,4.31,2.10,,
February,4.35,2.37,2.31,4.63,3.90,1.85,3.55,2.18,2.98,2.50,,
March,0.98,3.75,3.55,4.37,3.43,3.00,3.68,4.70,3.43,3.49,,
April,3.48,2.68,1.84,2.25,3.27,3.28,1.81,1.91,2.80,4.14,,
May,2.45,1.20,3.70,3.82,2.95,1.09,5.55,4.06,3.16,2.62,,
June,3.45,2.14,1.23,1.68,1.69,2.06,3.52,8.95,2.55,3.06,,
July,3.27,1.23,5.00,4.67,4.00,3.08,2.50,4.64,4.65,7.73,,
August,7.46,3.85,3.35,7.17,4.33,5.58,3.92,6.71,5.37,3.92,,
September,2.34,1.85,1.50,7.00,1.89,3.57,1.55,1.12,6.20,2.88,,
October,7.32,4.95,4.94,9.97,3.35,3.81,7.50,5.10,2.21,6.90,,
November,4.86,5.04,2.99,4.33,3.58,5.32,3.60,5.13,4.25,2.17,,
December,6.16,5.80,4.60,3.60,4.20,1.05,3.75,5.47,4.00,8.75,,
Total,52.12,36.98,37.90,58.34,40.89,36.02,47.03,52.57,45.91,50.26,,
Calc annual,52.12,36.98,37.90,58.34,40.89,36.02,47.03,52.57,45.91,50.26,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,
