"EDDLESTONE (PORTMORE RESERVOIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.39,6.02,3.25,2.09,2.05,3.12,4.45,2.69,6.07,2.06,4.53,
February,3.34,0.92,2.30,5.30,1.17,5.50,3.20,1.34,3.48,1.23,2.08,
March,3.90,3.50,1.84,1.80,0.82,3.50,2.23,3.35,4.22,0.54,2.17,
April,3.25,0.88,2.14,3.05,1.77,4.61,2.16,2.56,1.07,1.47,1.66,
May,3.79,1.86,2.04,2.89,4.35,5.38,4.55,1.79,1.76,1.94,1.55,
June,1.18,0.67,1.35,1.33,2.41,0.73,4.56,3.11,4.57,2.20,2.76,
July,3.95,2.84,4.48,3.48,5.20,1.51,3.30,2.78,2.40,4.71,4.24,
August,6.60,6.60,2.27,5.42,3.20,3.35,2.68,5.65,4.57,5.48,7.24,
September,1.88,1.75,2.43,2.37,3.90,4.67,4.12,7.96,2.36,0.43,5.72,
October,1.96,4.25,2.35,4.01,3.50,1.90,4.36,4.17,4.46,4.18,4.52,
November,2.60,1.82,1.40,4.37,2.01,1.32,4.40,3.74,3.75,3.80,6.12,
December,3.12,5.20,3.02,3.54,3.27,3.17,1.47,3.18,3.05,7.86,2.65,
Total,38.96,36.31,28.87,39.65,33.65,38.76,41.48,42.32,41.76,35.90,45.24,
Calc annual,38.96,36.31,28.87,39.65,33.65,38.76,41.48,42.32,41.76,35.90,45.24,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,
