"EDDLESTON (PORTMORE RESERVOIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5079,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.42,6.06,3.29,2.11,2.02,3.17,4.47,2.71,6.11,1.40,4.60,
February,3.20,0.95,2.29,5.32,1.15,5.51,3.24,1.31,3.47,1.25,0.98,
March,3.95,3.66,1.86,1.81,0.81,3.54,2.20,3.39,4.26,0.58,2.29,
April,3.28,0.86,2.12,3.08,1.78,4.63,2.18,2.53,1.05,1.52,1.75,
May,3.81,1.92,2.10,3.02,4.34,5.41,4.47,1.81,1.73,2.00,1.63,
June,1.16,0.70,1.40,1.34,2.42,0.71,4.58,3.12,5.08,2.24,2.87,
July,3.90,2.90,4.50,3.50,5.18,1.52,3.31,2.80,2.46,4.76,3.39,
August,6.65,6.66,2.30,5.44,3.22,3.40,2.70,5.70,4.61,5.52,7.60,
September,1.85,1.77,2.48,2.38,3.87,4.70,4.12,7.98,2.39,0.42,4.76,
October,1.99,4.27,2.38,4.03,3.52,1.95,4.39,4.20,4.51,4.21,4.67,
November,2.65,1.85,1.42,4.40,1.97,1.34,4.42,3.72,3.72,3.85,6.19,
December,3.20,5.33,3.05,3.43,3.24,3.20,1.48,3.21,3.07,7.89,2.63,
Total,39.06,36.93,29.19,39.86,33.52,39.08,41.56,42.48,42.46,35.64,43.36,
Calc annual,39.06,36.93,29.19,39.86,33.52,39.08,41.56,42.48,42.46,35.64,43.36,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,
