HORBURY HIGHFIELDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE292181,Long,-1.55963,Lat,53.658581,Elevation,226,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,-999,1.1,1.1,3.72,0.74,4.38,3.3,1.39,3.01,0.93,2.2,1.8,3.08,3.57,3.17,2.96,1.04,1.58,2.16,2.59,1.15,4.22,0.74,3.57,1.6,,,,,,,,,
February,,,,,,,,-999,1.23,0.62,2.25,1.76,1.26,0.63,1.49,2.68,4.57,0.72,2.78,1.76,2.62,0.13,2.44,4.78,0.81,3.7,1.56,1.35,2.89,0.48,0.67,2.26,,,,,,,,,
March,,,,,,,,-999,3.04,3.09,0.36,0.94,2.51,3.23,2.08,1.21,4.38,2.39,1.27,3.42,1.81,0.8,1.61,1.7,0.37,0.94,0.86,2.24,2.33,0.17,2.84,0.81,,,,,,,,,
April,,,,,,,,1.38,2.2,1.9,2.82,0.82,0.44,2.91,0.73,0.81,1.14,1.97,1.08,1.99,2.79,0.98,2.77,1.83,1.25,2.74,1.13,2.56,0.87,0.8,2.14,3.74,,,,,,,,,
May,,,,,,,,3.05,2.48,1.68,2.31,0.42,3.99,2.23,1.21,1.83,3,2.17,2.94,1.6,3.64,1.14,1.24,2.94,4.15,3.19,2.74,1.82,2.35,1.04,1.24,1.83,,,,,,,,,
June,,,,,,,,2.47,1.4,4.5,3,3.98,4.99,0.4,2.29,1.34,1.41,1.49,1.27,0.71,1.75,0.21,1.64,0.66,1.66,0.07,2.37,2.43,3.65,1.34,1.5,5.1,,,,,,,,,
July,,,,,,,,2.53,2.75,3.76,2.38,0.21,4.24,1.01,3.07,3.99,1.42,0.86,3.36,3.95,5.37,0.68,3.58,3.68,2.49,1.04,2.41,5.16,0.92,2.25,5.23,3.03,,,,,,,,,
August,,,,,,,,1.56,1.8,2.89,3.61,2.09,5.47,1.23,1.75,3.95,1.57,4.4,2.08,2.74,1.19,4.38,5.98,2.87,2.81,2.26,3.25,4.84,3.15,2.5,3.43,3.66,,,,,,,,,
September,,,,,,,,0.47,2.76,3.1,0.15,2.62,1.49,2.21,1.23,0.55,1.73,0.44,7.11,0.87,1.64,0.74,4.56,1.84,2.14,2.69,1.33,4.26,0.52,0.8,4.37,3.45,,,,,,,,,
October,,,,,,,,5.51,0.9,2.82,2.53,2.08,2.61,3.21,2.07,1.01,3.52,3.14,1.84,2.57,1.63,1.26,0.79,1.69,3.25,2.78,3.07,2.22,4.53,2.39,2.8,1.04,,,,,,,,,
November,,,,,,,,2.84,0.88,0.51,3.25,3.06,1.81,1.59,2.78,2.52,3.28,1.07,1.12,1.84,1.14,1.97,1.4,3.1,1.89,1.81,3.89,3.19,3.42,4.12,2.29,3.54,,,,,,,,,
December,,,,,,,,1.62,1.33,5.19,3.09,3.97,2.25,0.84,4.8,6.41,2.2,1.65,4.3,3.9,1.68,3.55,2.14,1.25,2.01,3.34,0.69,1.7,1.58,5.1,1.38,0.59,,,,,,,,,
Total,,,,,,,,25.34,21.87,31.16,29.47,22.69,35.44,22.79,24.89,29.31,29.15,22.5,30.95,28.43,28.83,19.01,31.11,27.38,24.41,26.72,25.89,32.92,30.43,21.73,31.46,30.65,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907 Jan-Mar bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
