"KESWICK, BARROW HOUSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY268200,Long,-3.133738,Lat,54.5699,Elevation,282,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,7.17,11.83,10.78,8.16,6.99,16.74,16.6,8.94,11.03,4.72,13.83,6.91,1.59,3.9,0.47,6.51,14.61,11.83,5.08,7.61,7.79,4.6,4.28,14.79,6.54,6.48,3.24,12.34,3.92,5.12,1.58,5.51,12.24,8.62,5.39,6.38,11.68,9.35,,,,,
February,,,,,,,,7.08,9.42,13.63,7.62,6.24,8,1.3,6.28,1.79,6.52,6.99,4.49,4.73,9.57,5.5,9.52,10.44,8.78,14.8,1.56,5.28,1.54,3.95,1.54,0.46,3.22,9.98,13.42,1.63,6.53,6.36,7.4,6.46,5.81,2.49,2.15,11.11,6.49,,,,,
March,,,,,,,,4.62,10.68,1.07,3.14,5.58,5.19,4.83,5.23,2.84,6.3,4.49,3.93,5.92,2.65,8.06,6.4,4.51,7.71,5.88,,2.16,6.61,3.7,4.91,3.05,2.61,3.58,5.54,6.41,10.54,11.84,2.13,5.8,0.91,4.62,4.91,16.12,4.73,,,,,
April,,,,,,,,9.01,5.09,2.93,3.33,2.87,2.56,0.64,4.75,2,4.1,2.91,2.74,2.52,5.53,1.48,6.65,2.89,2.09,5.21,,4.55,3.68,3.52,1.93,4.7,1.8,1.03,2.47,4.16,3.67,4.27,6.37,5.95,3.86,4.02,4.81,1.99,6.44,,,,,
May,,,,,,,,3.49,3.55,2.56,7.54,1.36,4.55,2.24,1.28,4.04,0.74,6.74,5.68,1.73,1.64,6.67,3.88,4.62,6.42,3.79,7.51,2.34,5.04,3.68,4,3.8,6.01,2.79,5.02,1.02,0.82,3.45,3.93,4.95,5.37,1.57,3.25,3.06,3.96,,,,,
June,,,,,,,,1.91,1.65,2.34,1.84,2.3,5.86,3.07,1.52,5.37,5.06,5.92,3.34,6.9,4.64,6.76,6.55,4.85,0.82,1.98,1.7,0.42,1.38,0.66,5.29,1.89,4.87,3.7,3.35,1.43,4.67,4.45,4.68,1.03,5.09,3.27,1.4,1.73,2.36,,,,,
July,,,,,,,,4.45,0.87,2.62,0.95,5.85,4.51,9.78,3.36,3.99,2.82,6.46,1.04,7.71,5.52,5.82,10.68,4,6.8,3.18,5.58,5.3,6.99,3.66,5.5,3.79,4.05,5.77,3.5,6.77,4.72,2.66,1.34,3.21,3.12,1.51,3.3,5.72,4.16,,,,,
August,,,,,,,,3.3,7.9,2.55,3.59,5.79,4.52,7.99,10.77,3.92,6.42,7.36,5.13,8.03,1.97,7.94,4.9,6.8,1.34,4.44,4.26,2.6,5.27,7.57,5.34,15.04,8.03,6.69,6.01,7.58,4.35,10.65,6.83,2.44,7.59,5.74,2.62,9.58,6.22,,,,,
September,,,,,,,,6.09,2.69,15.27,8.68,3,9.31,4.48,10.52,7.58,5.36,4.52,8.36,7.04,7.03,2.69,5.31,8.68,8.1,9.41,11.02,7.18,1.91,4.17,7.22,12.6,10.78,6.38,0.58,2.84,10.38,7.61,3.65,8.97,5.23,4.18,4.57,6.55,3.56,,,,,
October,,,,,,,,8.44,9.63,4.77,13.97,6.03,11.26,8.79,18.59,5.63,5.37,13.06,10.21,2.79,2.97,4.24,5.48,10.51,4.17,9.44,8.61,3.89,10.68,8.89,4.41,13.5,8.28,8.37,7.09,7.22,9.24,5.78,7.37,7.4,8.86,6.02,6.8,15.02,3.74,,,,,
November,,,,,,,,1.15,5.25,11,5.57,2.78,11.38,4.56,5.95,6.38,3.72,17.29,3.71,2.09,11.71,13.53,11.44,11.96,4.22,4.74,7.46,5.76,11.67,3.37,13.13,8.14,6.31,6.32,13.28,9.07,2.39,9.16,10.5,11.87,5.83,6.36,6.26,5.07,6.03,,,,,
December,,,,,,,,4.94,16.04,13.91,2.43,10.31,10.99,4.63,3.53,8.02,11.47,8.38,3.2,6.81,7.57,8.18,5.32,6.67,9.92,4.02,7.74,6.59,11.39,6.32,0.52,16.13,2.94,12.48,8.73,7.59,8.02,16.61,13.32,4.8,16.41,7.73,9.86,6.41,8.17,,,,,
Total,,,,,,,,61.65,84.6,83.43,66.82,59.1,94.87,68.91,80.72,62.59,62.6,97.95,58.74,57.86,64.7,71.34,82.64,90.54,72.2,71.97,,53.86,70.76,53.77,68.58,89.64,65.38,70.33,81.33,59.64,70.45,84.42,73.03,75.12,76.7,52.9,56.31,94.04,65.21,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878 total - mistranscription now corrected. It is 58.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
