"WINDERMERE (BROCKHOLE)",,,,,,,,,,,,
Grid ref,NY389009,Long,-2.942655,Lat,54.399882,,,,,,,
Station no,3697,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.45,6.65,4.30,6.88,6.43,7.50,10.75,9.32,4.27,11.89,,
February,7.26,1.20,3.45,6.37,3.02,1.63,7.37,8.33,2.69,8.37,,
March,6.58,4.39,0.94,4.94,3.05,3.65,6.70,1.92,5.60,2.02,,
April,3.87,4.44,4.75,2.56,3.56,1.51,1.57,1.91,6.13,3.92,,
May,2.04,3.89,2.85,5.20,4.43,3.98,5.17,6.81,1.94,5.22,,
June,1.59,4.33,6.01,6.87,5.59,2.75,2.82,4.98,5.87,3.72,,
July,3.21,2.76,7.67,5.59,2.21,6.67,4.83,4.55,7.04,8.28,,
August,6.85,8.29,8.89,8.38,3.55,11.50,8.41,6.42,1.12,5.61,,
September,7.86,5.73,10.43,14.51,4.80,4.82,8.39,8.56,1.66,5.04,,
October,1.16,7.42,4.12,15.83,5.27,6.79,8.85,9.11,9.22,5.95,,
November,12.52,3.39,11.30,13.18,4.20,3.04,2.66,2.08,9.98,14.95,,
December,14.84,7.21,4.94,10.57,11.43,10.00,8.25,6.14,15.87,8.47,,
Total,76.23,59.70,69.65,100.88,57.54,63.84,75.77,70.13,71.39,83.44,,
Calc annual,76.23,59.70,69.65,100.88,57.54,63.84,75.77,70.13,71.39,83.44,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
