"WORKSOP HODSOCK PRIORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,No valid station no.,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.91,0.89,3.51,2.95,0.98,2.15,0.44,2.73,1.63,3.00,,
February,1.80,0.78,1.34,0.77,0.96,2.67,3.65,0.58,1.35,2.63,,
March,0.54,1.13,2.56,2.74,1.79,0.99,3.89,1.89,0.85,3.59,,
April,1.49,0.63,0.14,2.34,0.70,0.76,1.11,1.46,1.49,1.70,,
May,2.19,0.83,3.28,1.73,1.56,1.39,2.48,1.86,1.95,1.07,,
June,2.00,2.52,4.52,0.60,2.09,0.71,1.83,1.49,0.80,0.92,,
July,2.49,0.15,4.82,0.99,2.28,4.57,1.26,0.68,3.64,2.40,,
August,3.59,1.65,4.79,1.43,1.41,3.18,1.43,4.75,1.91,2.25,,
September,0.16,1.52,1.35,2.13,0.99,0.70,1.33,0.57,4.26,1.86,,
October,2.17,2.05,2.30,3.58,2.43,1.08,1.72,2.28,1.14,2.27,,
November,3.00,2.78,2.41,1.74,2.34,2.23,3.16,0.97,1.40,1.65,,
December,3.53,4.36,2.43,1.34,4.07,5.31,2.16,0.97,2.65,3.35,,
Total,24.87,19.29,33.45,22.34,21.60,25.74,24.46,20.23,23.07,26.69,,
Calc annual,24.87,19.29,33.45,22.34,21.60,25.74,24.46,20.23,23.07,26.69,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
