BELPER-HERBERT-STRUTT-SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK346468,Long,-1.4856871,Lat,53.017388,Elevation,203,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,2.85,1.01,5.59,4.83,1.64,3.15,1.5,2.92,2.25,4.7,3.78,3.14,4.46,1.47,2.61,2.43,3.86,2.11,6.22,1.56,4.52,2.42,,2.51,2.79,1.55,3.62,3.97,3.77,6.26,,3.44,,4,3.1,2.43,2.06,2.69,6.35,0.84,0.85,2.61,2.71,0.59,1.23,2.8,4.53,1.81,2.68,2.16,5.53
February,2.51,2.26,2.34,0.66,1.85,3.77,5.71,0.83,2.4,2.91,2.87,0.1,3.2,5.18,0.83,3.45,2.87,1.56,2.95,0.6,0.71,3.33,,4.03,0.5,2.24,2.01,4.3,0.99,1.62,2.86,2.51,,0.83,1.85,2.58,2.66,2.08,1.72,0.68,5.41,3.16,0.79,2.24,2.69,1.98,1.05,2.87,4.99,0.1,2.21
March,0.76,1.57,3.31,3.92,3.01,1.1,4.26,2.21,1.55,5.56,2.28,1.79,2.37,1.94,1.39,0.8,1.03,2.78,2.5,0.35,3.19,0.16,,2.49,2.2,0.89,1.98,2.4,0.19,1.81,2.44,3.19,1.68,0.84,0.28,0.63,0.67,5.56,0.75,1.14,1.13,4.1,2.5,1.73,2.27,3.29,0.97,2.67,1.06,1.75,1.91
April,2.31,1.7,0.37,3.33,1.23,0.83,1.92,1.53,1.49,1.52,5.1,0.99,3.07,2.27,2.49,1.89,1.42,2.15,0.97,1.38,3.6,3.94,2.72,1.06,2.05,3.09,1.84,2.18,0.17,1.82,1.89,1.62,2.21,0.99,2.13,1.69,0.82,2.06,1.74,2.42,2.53,1.69,2.21,2.7,0.43,1.23,1.75,0.1,0.72,2.66,1.63
May,2.14,1.16,2.82,1.91,1.9,1.54,2.28,2.48,3.07,1.57,2.92,2,1.27,3.01,3.64,4.34,2.99,1.3,1.19,2.05,2.45,3.34,6.48,1.87,0.93,0.35,0.46,2.45,1.9,1.24,1.06,2.53,4.1,3.36,0.9,2,1.43,1.35,1.73,2.53,1.61,2.55,2.87,2.43,2.97,2.95,0.51,0.7,2.31,0.44,1.93
June,1.47,2.42,3.84,1.05,1.86,1.51,2.35,2.44,0.67,0.81,3.35,0.3,1.21,0.62,2.38,0,1.87,4.91,3.38,0.99,1.17,4.21,1.17,1.92,0.63,2.94,3.87,0.95,1.53,1.74,0.8,0.42,0.44,1.94,1.98,2.26,2.76,1.47,2.98,0.5,2.26,2.56,2.3,3.13,3.95,3.4,3.1,0.89,3.79,1.05,2.2
July,2.92,0.05,5.05,0.92,3.77,4.93,2.31,2.01,4.37,1.81,5.86,,4.24,4.69,3.11,1.67,2.51,3.49,1.14,1.59,7.09,,2.84,2.32,1.29,0.42,4.93,2.69,4.36,4.58,3.97,4.19,2.4,1.26,3.01,2.11,2.22,1.74,1.04,3.32,2.42,0.68,0.98,2.25,1.91,0.62,3.72,,3.65,1.53,3.25
August,3.49,1.68,6.44,1.76,2.21,2.74,2.29,5.63,2.52,2.36,1.39,4.28,6.16,3.41,3.45,4,2.33,3.87,3.62,2.43,2.61,,2.01,0.65,1.69,2.04,1.21,0.43,1.39,2.62,0.43,4.87,,2.77,2.17,1.86,4.26,0.5,4.47,1.89,3.39,5.62,1.6,2.65,3.59,,4.86,,2.13,0.95,4.08
September,0.46,1.46,0.97,1.61,1.23,0.64,1.2,1.77,6.3,2.09,1.62,1.1,2.51,2.63,2.98,3.91,1.03,4.47,0.38,0.53,5.35,2.99,2.53,0.93,2.41,4.59,3.34,1.2,3.4,1.14,0.93,,1.56,2.54,3.35,0.93,3.1,1.48,2.01,1.36,3.95,2.05,1.69,1.23,3.64,,3.1,6,2.72,0.12,4.12
October,2.58,2.18,4.81,3.48,2.59,2.13,3.68,4.88,1.81,2.85,1.98,3.54,0.89,2.05,4.59,4.05,2.61,2.57,4.97,4.06,3.43,0.62,3.08,5.31,1.88,4.46,2.35,2.34,3.18,3.48,4.46,3.68,2.25,2.09,2.04,,1.06,0.24,1.81,4.07,0.97,0.64,3.73,2.09,3.62,,1.16,,2.4,2.03,6.23
