HASTINGS-CLIVE-VALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ840107,Long,0.613461,Lat,50.866521,Elevation,328,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,543/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,3.27,2.44,2.19,2.34,3.15,1.39,4.66,5.12,3.88,5.91,2.7,4.77,2.67,5.25,2.11,2.47,3,2.67,4.64,1.43,1.47,4.32,3.22,1.3,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,1.43,1.94,0.33,2.16,0.21,3.82,2.41,5.59,1.29,1.6,2.18,2.9,0.97,1.73,1.43,2.05,3.74,2.07,1.88,1.26,4.59,6.28,1.85,1.74,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,2.43,0.54,1.68,2.03,2.44,0.58,1.48,4.69,0.69,2.44,2.96,2.79,3.65,0.54,0.11,1.13,1.99,7.84,0.71,1.17,1.36,3.57,3.84,0.37,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,1.55,3.2,2.63,1.34,2.29,3.48,2.28,2.86,0.74,2.59,1.85,1.05,1.4,1.35,1.84,1.43,2.31,2.35,1.15,1.53,2.23,2.39,1.11,1.97,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,2.29,2.21,3.09,1.62,0.49,1.37,0.12,2.44,2.85,0.84,1.3,1.98,2.61,2.14,0.9,2.05,3.08,2.23,1.89,1.81,1.52,1.89,1.87,1.46,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,1.39,1.22,1.69,1.33,2.19,2.22,3.39,2.19,0.64,1.49,1.12,1.77,0.19,1.62,1.64,0.93,2.27,2.93,1.9,0.76,1.17,0.9,1.22,2.41,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,3.15,2.66,3.52,1.35,0.87,0.44,4.43,1.38,2.16,1.98,2.33,3.22,2.6,2.03,2.48,2.87,3.81,3.04,2.16,0.95,2.67,2.15,0.84,2.68,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,3.48,4.28,1.09,1.27,2.1,5.03,1.2,1.89,1.82,1.95,0.01,4.62,2.43,1.82,3.53,1.72,6.09,0.05,3.52,1.12,3.47,5.52,5.69,3.23,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,3.6,1.74,2.68,4.65,1.16,4.99,2.24,2.77,2.82,0.97,1.9,0.28,2.93,2.02,2.93,2.19,3.07,1.35,2.99,2.5,2.93,4.44,4.87,4.6,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,2.78,0.82,7.76,2.24,2.33,4.19,1.64,3.61,3.49,8.95,3.94,1.45,3.63,2.19,4.8,2.3,2.46,0.29,1.44,8.11,1.59,2.94,3.13,2.92,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
