"TORSIDE RESERVOIR",,,,,,,,,,,,
Grid ref,SK054985,Long,-1.920095,Lat,53.483193,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,5.06,2.50,5.17,3.03,5.62,2.94,4.52,4.42,7.46,,
February,,1.87,3.18,3.47,2.53,1.94,3.21,6.97,0.75,3.53,,
March,,2.83,2.69,2.78,2.97,1.72,3.07,3.14,2.12,1.68,,
April,,3.75,3.24,1.24,2.24,2.96,0.55,1.67,4.11,2.81,,
May,,2.67,2.60,4.10,5.13,1.48,1.48,4.26,1.56,2.71,,
June,,3.28,3.64,2.99,3.61,3.90,2.17,5.33,2.82,2.32,,
July,4.42,3.68,6.64,6.60,1.20,6.03,5.04,5.75,4.02,8.79,,
August,5.48,3.05,5.52,7.22,1.10,11.67,8.01,4.74,0.49,6.13,,
September,2.66,4.31,3.03,6.17,2.05,3.51,9.25,5.71,0.24,4.16,,
October,1.41,5.92,2.34,7.40,2.70,3.73,5.93,5.52,3.99,6.98,,
November,9.59,3.42,3.85,6.62,1.84,2.31,3.25,1.74,6.82,6.93,,
December,6.69,4.30,2.34,6.85,5.05,5.83,6.71,4.86,6.79,5.17,,
Total,,44.14,41.57,60.61,33.45,50.70,51.61,54.21,38.13,58.67,,
Calc annual,30.25,44.14,41.57,60.61,33.45,50.70,51.61,54.21,38.13,58.67,,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
