"LONGRIDGE (ALSTON RESERVOIR)",,,,,,,,,,,,
Grid ref,SD604366,Long,-2.603059,Lat,53.824151,,,,,,,
Station no,2972,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.38,4.09,2.02,5.17,2.80,4.28,3.67,3.63,2.65,5.69,,
February,2.90,1.36,1.33,2.68,1.50,0.66,2.73,6.99,0.69,2.62,,
March,4.87,2.05,1.03,2.26,1.30,1.19,3.41,1.74,1.82,1.08,,
April,2.69,3.26,3.04,1.49,2.56,2.02,0.60,1.65,2.83,2.59,,
May,2.01,2.37,2.41,2.55,3.21,1.88,1.85,5.49,1.62,2.31,,
June,1.75,4.20,1.62,4.27,3.48,3.05,1.87,4.33,3.78,1.18,,
July,2.92,2.43,6.22,6.83,1.09,4.59,5.19,3.99,3.79,6.70,,
August,4.33,6.62,4.91,7.21,1.05,13.57,4.99,4.38,0.80,5.51,,
September,2.86,3.75,4.67,6.26,3.62,4.45,7.89,5.39,0.51,3.69,,
October,1.47,2.94,1.63,8.70,3.00,3.15,6.45,4.10,4.75,2.76,,
November,8.35,2.25,4.97,6.20,1.77,1.88,1.46,2.27,5.51,8.44,,
December,9.67,4.25,2.22,4.91,4.65,4.09,5.38,3.44,6.66,4.89,,
Total,48.20,39.57,36.07,58.53,30.03,44.81,45.49,47.40,35.41,47.46,,
Calc annual,48.20,39.57,36.07,58.53,30.03,44.81,45.49,47.40,35.41,47.46,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
