"DUNOON (WATERWORKS)",,,,,,,,,,,,
Grid ref,NS161767,Long,-4.946660,Lat,55.948039,,,,,,,
Station no,5430/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.90,8.99,5.50,8.47,5.23,7.00,10.78,11.01,3.64,6.53,,
February,5.35,4.20,3.96,7.01,4.07,2.48,5.67,5.22,3.00,7.38,,
March,5.07,6.37,3.01,5.26,2.72,4.67,10.01,2.06,6.15,4.00,,
April,5.41,3.51,3.66,4.11,6.40,3.03,4.51,3.46,6.22,,,
May,2.64,2.09,3.74,4.41,5.95,4.98,2.87,5.92,1.94,,,
June,2.84,5.90,2.52,7.39,6.10,4.10,3.80,4.07,6.05,,,
July,5.77,4.65,9.56,6.26,1.84,7.84,9.22,5.25,10.01,,,
August,7.38,8.97,8.53,8.05,1.80,7.10,7.03,7.86,1.91,,,
September,5.80,5.23,8.96,12.13,8.39,5.71,5.54,6.99,2.02,,,
October,3.18,6.66,5.41,14.27,6.87,6.57,10.18,7.97,9.54,,,
November,9.82,2.75,13.93,11.71,3.73,4.92,3.43,3.74,9.88,,,
December,14.67,10.29,8.55,14.12,12.74,13.22,9.54,9.39,13.70,,,
Total,76.83,69.61,77.33,103.19,65.84,71.62,82.58,72.94,74.06,,,
Calc annual,76.83,69.61,77.33,103.19,65.84,71.62,82.58,72.94,74.06,17.91,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,,
