"BOLTON (HARPERS FARM)",,,,,,,,,,,,
Grid ref,SD668114,Long,-2.503128,Lat,53.598110,,,,,,,
Station no,2848,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.00,3.90,2.63,5.27,3.46,6.15,3.59,4.24,3.63,7.35,,
February,2.87,1.51,2.10,4.07,3.02,1.18,2.79,8.75,0.94,3.96,,
March,5.00,2.51,2.37,3.09,2.23,2.20,3.79,2.43,2.24,1.70,,
April,2.42,4.16,3.34,1.43,3.30,4.01,0.69,1.75,3.27,2.62,,
May,2.99,2.40,2.84,3.10,4.37,1.51,1.84,5.24,1.87,2.83,,
June,1.69,4.65,2.75,4.77,3.88,3.21,2.61,5.84,2.41,1.88,,
July,3.66,3.10,5.41,7.57,1.14,7.85,6.42,5.02,5.18,9.26,,
August,6.48,5.29,5.54,6.12,1.51,11.41,7.17,6.69,0.64,6.31,,
September,3.39,5.08,5.01,5.21,5.16,4.47,8.27,5.52,0.38,4.31,,
October,0.94,4.89,2.31,8.71,2.66,3.59,5.97,4.81,5.12,5.53,,
November,8.33,3.68,5.07,7.47,2.41,2.27,2.28,2.37,5.30,7.59,,
December,8.42,4.82,2.22,7.00,6.60,4.27,5.40,4.56,7.43,5.26,,
Total,50.19,45.99,41.59,63.81,39.74,52.12,50.82,57.22,38.41,58.60,,
Calc annual,50.19,45.99,41.59,63.81,39.74,52.12,50.82,57.22,38.41,58.60,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
