"WELBURN",,,,,,,,,,,,
Grid ref,SE717680,Long,-0.904971,Lat,54.102903,,,,,,,
Station no,3452,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.93,2.14,1.03,1.46,1.52,4.67,,,,,,
February,2.50,0.81,2.05,2.37,1.94,2.02,,,,,,
March,3.13,2.10,0.34,2.13,2.37,1.38,,,,,,
April,1.35,1.46,2.42,0.23,1.11,1.25,,,,,,
May,2.82,0.88,2.26,3.24,2.94,-999.00,,,,,,
June,1.58,1.96,2.34,1.48,2.30,,,,,,,
July,2.40,1.50,2.61,2.49,1.51,,,,,,,
August,5.67,2.20,4.63,6.10,0.86,,,,,,,
September,1.82,3.38,1.23,2.20,1.40,,,,,,,
October,1.63,2.83,1.83,3.76,2.01,,,,,,,
November,5.65,1.93,2.64,5.32,2.00,,,,,,,
December,2.54,1.88,1.29,2.33,3.98,-999.00,,,,,,
Total,33.02,23.07,24.67,33.11,23.94,,,,,,,
Calc annual,33.02,23.07,24.67,33.11,23.94,9.32,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
