"COIRE NAN GALL",,,,,,,,,,,,
Grid ref,NM926974,Long,-5.418386,Lat,57.020963,,,,,,,
Station no,5708/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,9.38,,
February,,,,,,,,,,7.50,,
March,,,,,,,,,,5.02,,
April,,,,,,,,,,15.25,,
May,,,,,,,,,,5.32,,
June,,,,,,,,,,9.68,,
July,,,,,,,,,19.25,7.04,,
August,,,,,,,,,,9.23,,
September,,,,,,,,,,9.85,,
October,,,,,,,,,,1.79,,
November,,,,,,,,,13.30,14.74,,
December,,,,,,,,,19.50,17.55,,
Total,,,,,,,,,,112.35,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.05,112.35,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
