"DOUGLAS (MONKSFOOT)",,,,,,,,,,,,
Grid ref,NS787285,Long,-3.923536,Lat,55.535099,,,,,,,
Station no,5187/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.22,4.71,3.05,5.57,3.06,3.78,5.57,4.72,1.96,4.09,,
February,2.95,2.02,2.06,2.80,1.47,1.84,3.09,3.78,1.86,4.12,,
March,4.09,2.07,1.09,3.45,1.46,3.52,4.42,1.50,3.01,2.15,,
April,4.20,3.23,2.67,1.83,2.38,1.52,2.30,2.36,4.26,3.93,,
May,2.11,3.23,2.70,5.45,4.11,2.40,2.88,3.01,1.42,1.89,,
June,1.96,3.04,2.17,4.00,2.35,3.64,1.65,3.34,3.11,2.37,,
July,3.55,3.70,5.40,4.12,2.21,5.53,3.91,5.31,6.34,2.72,,
August,6.98,4.68,2.97,4.73,1.99,7.88,6.66,5.47,1.15,4.04,,
September,3.37,3.35,4.70,8.36,4.86,4.53,4.10,5.08,1.32,2.90,,
October,1.23,3.80,3.51,9.97,3.83,4.08,5.44,4.05,8.27,3.01,,
November,7.81,3.51,7.12,8.70,2.18,2.40,2.99,2.17,6.70,8.30,,
December,8.28,4.45,5.11,9.10,8.81,7.92,5.55,6.74,6.39,7.19,,
Total,51.75,41.79,42.55,68.08,38.71,49.04,48.56,47.53,45.79,46.71,,
Calc annual,51.75,41.79,42.55,68.08,38.71,49.04,48.56,47.53,45.79,46.71,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
