"GROSMONT",,,,,,,,,,,,
Grid ref,SO403247,Long,-2.869419,Lat,51.917610,,,,,,,
Station no,4030/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.53,3.67,0.78,1.94,3.81,5.31,2.49,,,,,
February,5.85,0.51,1.79,2.84,2.11,0.42,4.18,,,,,
March,5.01,2.45,1.13,3.74,2.43,0.96,2.83,,,,,
April,2.12,2.65,3.80,0.50,0.99,2.37,0.01,,,,,
May,4.52,3.57,2.43,2.59,6.14,0.58,2.58,,,,,
June,0.86,2.01,1.97,4.39,5.38,2.49,1.02,,,,,
July,1.06,1.92,3.78,1.47,0.36,4.08,2.71,,,,,
August,3.82,6.13,3.54,3.64,0.59,3.57,2.84,,,,,
September,3.08,2.99,3.67,2.39,1.21,4.02,3.43,,,,,
October,1.29,4.89,3.53,4.35,1.88,1.52,1.75,,,,,
November,8.74,4.63,2.74,8.26,5.36,0.88,2.63,,,,,
December,3.93,2.67,1.73,3.35,4.83,4.72,3.94,,,,,
Total,43.81,38.09,30.89,39.46,35.09,30.92,30.41,,,,,
Calc annual,43.81,38.09,30.89,39.46,35.09,30.92,30.41,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
