"COSSINGTON",,,,,,,,,,,,
Grid ref,ST358402,Long,-2.919398,Lat,51.157435,,,,,,,
Station no,2008,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,2.07,3.01,,,
February,,,,,,,,3.08,0.27,,,
March,,,,,,,,0.76,2.76,,,
April,,,,,,,,0.58,,,,
May,,,,,,,,2.07,,,,
June,,,,,,1.36,,3.46,,,,
July,,,,,,2.73,,2.09,,,,
August,,,,,,2.67,,3.05,,,,
September,,,,,,3.64,,4.17,,,,
October,,,,,,1.87,,2.02,,,,
November,,,,,,1.09,,3.46,,,,
December,,,,,,3.22,,3.35,,,,
Total,,,,,,,,30.16,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,16.58,0.00,30.16,6.04,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,,
