"STRATH FARRAR (LEISHMORE)",,,,,,,,,,,,
Grid ref,NH395406,Long,-4.674755,Lat,57.427307,,,,,,,
Station no,5713/9/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,3.86,4.39,2.01,5.19,,,,,,
February,,,2.93,2.14,4.43,3.29,,,,,,
March,,,2.90,2.33,1.26,2.11,,,,,,
April,,,3.43,2.85,0.89,2.21,,,,,,
May,,,3.04,3.63,2.73,2.41,,,,,,
June,,,4.05,2.45,0.93,1.69,,,,,,
July,,,2.03,2.15,0.34,,,,,,,
August,,,2.26,2.04,0.36,,,,,,,
September,,,3.21,4.53,2.79,,,,,,,
October,,,0.92,6.07,4.42,,,,,,,
November,,,6.65,2.38,0.80,,,,,,,
December,,,4.42,11.80,7.85,,,,,,,
Total,,,39.70,46.76,28.81,,,,,,,
Calc annual,0.00,0.00,39.70,46.76,28.81,16.90,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
