"FOULRIDGE (REEDY MOOR)",,,,,,,,,,,,
Grid ref,SD887420,Long,-2.173350,Lat,53.874077,,,,,,,
Station no,2990,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.80,5.07,,,,,,,,,,
February,3.42,1.57,,,,,,,,,,
March,4.11,2.53,,,,,,,,,,
April,3.14,2.88,,,,,,,,,,
May,2.74,1.70,,,,,,,,,,
June,1.62,3.46,,,,,,,,,,
July,3.27,1.98,,,,,,,,,,
August,4.62,6.12,,,,,,,,,,
September,4.40,4.84,,,,,,,,,,
October,1.40,4.04,,,,,,,,,,
November,8.52,1.99,,,,,,,,,,
December,9.16,3.93,,,,,,,,,,
Total,52.20,40.11,,,,,,,,,,
Calc annual,52.20,40.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
