"KENTON (WARBOROUGH HOUSE)",,,,,,,,,,,,
Grid ref,SX963830,Long,-3.467799,Lat,50.637437,,,,,,,
Station no,1761/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.49,,,,,,,,,,,
February,5.40,,,,,,,,,,,
March,4.57,,,,,,,,,,,
April,1.72,,,,,,,,,,,
May,2.66,,,,,,,,,,,
June,1.22,,,,,,,,,,,
July,3.67,,,,,,,,,,,
August,3.72,,,,,,,,,,,
September,4.03,,,,,,,,,,,
October,1.01,,,,,,,,,,,
November,6.07,,,,,,,,,,,
December,2.90,,,,,,,,,,,
Total,40.46,,,,,,,,,,,
Calc annual,40.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
