"MILLPORT (ST. ANDREW'S HOME)",,,,,,,,,,,,
Grid ref,NS166551,Long,-4.924062,Lat,55.754411,,,,,,,
Station no,5383/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.88,5.74,,,,,,,,,,
February,3.03,1.65,,,,,,,,,,
March,3.51,3.88,,,,,,,,,,
April,2.47,2.17,,,,,,,,,,
May,2.02,1.90,,,,,,,,,,
June,1.86,2.75,,,,,,,,,,
July,3.52,3.19,,,,,,,,,,
August,3.82,5.08,,,,,,,,,,
September,3.82,3.69,,,,,,,,,,
October,1.30,5.96,,,,,,,,,,
November,7.38,3.04,,,,,,,,,,
December,7.96,5.31,,,,,,,,,,
Total,45.57,44.36,,,,,,,,,,
Calc annual,45.57,44.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
