"HINDLEY (PLATT BRIDGE S.W.)",,,,,,,,,,,,
Grid ref,SD609025,Long,-2.591156,Lat,53.517710,,,,,,,
Station no,2825/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.60,4.23,1.83,3.20,2.52,4.69,1.97,3.35,2.99,4.66,,
February,2.29,1.32,1.26,4.10,2.05,0.59,2.50,5.90,0.32,2.32,,
March,5.30,2.07,1.88,2.61,1.77,1.16,2.77,1.58,1.58,1.51,,
April,2.25,3.92,2.63,0.79,2.01,3.08,0.87,0.96,2.32,1.99,,
May,2.68,2.20,2.20,2.27,3.00,0.96,1.78,4.06,1.78,2.19,,
June,1.50,3.14,2.05,3.07,3.56,1.67,1.89,5.60,2.33,1.61,,
July,3.42,1.71,4.53,4.85,0.92,5.03,4.60,4.57,3.29,5.06,,
August,5.06,3.04,3.69,5.35,1.36,10.14,4.39,5.22,-999.00,5.05,,
September,3.05,4.33,4.44,3.97,4.24,3.16,5.46,4.53,3.22,3.36,,
October,0.95,4.58,2.07,6.73,2.61,2.58,4.05,3.80,3.02,3.96,,
November,8.27,2.58,4.01,6.09,1.75,1.50,1.58,1.57,4.65,5.86,,
December,7.23,3.95,1.36,5.29,4.96,3.04,3.35,3.77,5.90,3.82,,
Total,45.60,37.07,31.95,48.32,30.75,37.60,35.21,44.91,28.64,41.39,,
Calc annual,45.60,37.07,31.95,48.32,30.75,37.60,35.21,44.91,31.40,41.39,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-2.76,0.00,,
