"DURFORD WOOD",,,,,,,,,,,,
Grid ref,SU784255,Long,-0.883534,Lat,51.023535,,,,,,,
Station no,460/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.53,,,,,,,,,,,
February,9.46,,,,,,,,,,,
March,5.47,,,,,,,,,,,
April,2.58,,,,,,,,,,,
May,2.74,,,,,,,,,,,
June,2.02,,,,,,,,,,,
July,2.11,,,,,,,,,,,
August,5.90,,,,,,,,,,,
September,,,,,,,,,,,,
October,,,,,,,,,,,,
November,,,,,,,,,,,,
December,,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,33.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
