"STOCKBRIDGE (RECTORY)",,,,,,,,,,,,
Grid ref,SU361351,Long,-1.485659,Lat,51.114061,,,,,,,
Station no,658/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,1.66,,2.78,,,,,,,,
February,,0.70,,2.51,,,,,,,,
March,,3.70,,2.99,,,,,,,,
April,,1.73,,0.52,,,,,,,,
May,,2.86,,2.00,,,,,,,,
June,,1.63,,3.71,,,,,,,,
July,,0.47,,4.15,,,,,,,,
August,,3.31,,4.25,,,,,,,,
September,,2.42,,2.83,,,,,,,,
October,,4.07,,2.60,,,,,,,,
November,,3.34,,7.13,,,,,,,,
December,,2.51,,3.51,,,,,,,,
Total,,28.40,,38.98,,,,,,,,
Calc annual,0.00,28.40,0.00,38.98,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,-0.00,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
