"SHAFTESBURY (MIDDLE COOMBE FARM)",,,,,,,,,,,,
Grid ref,ST894228,Long,-2.152447,Lat,51.004487,,,,,,,
Station no,1504/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,2.75,,,,,,,
February,,,,,2.38,,,,,,,
March,,,,,1.17,,,,,,,
April,,,,0.27,0.86,,,,,,,
May,,,,2.63,4.15,,,,,,,
June,,,,3.91,2.55,,,,,,,
July,,,,3.60,2.08,,,,,,,
August,,,,2.55,0.15,,,,,,,
September,,,,3.59,1.26,,,,,,,
October,,,,4.24,2.93,,,,,,,
November,,,,7.17,3.64,,,,,,,
December,,,,3.96,4.36,,,,,,,
Total,,,,,28.28,,,,,,,
Calc annual,0.00,0.00,0.00,31.92,28.28,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,,
