"URMSTON",,,,,,,,,,,,
Grid ref,SJ756962,Long,-2.368972,Lat,53.461975,,,,,,,
Station no,2830,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.98,3.46,1.39,3.16,2.24,4.34,2.19,2.90,2.80,4.94,,
February,2.01,1.04,1.15,2.91,1.90,0.59,1.75,5.29,0.49,1.55,,
March,4.55,2.15,1.70,2.11,1.84,0.92,2.59,1.58,1.43,1.00,,
April,1.77,3.57,2.55,0.68,1.88,3.41,0.38,0.74,3.21,1.78,,
May,2.39,1.82,1.86,1.97,2.38,0.95,0.92,3.72,2.55,1.89,,
June,0.66,2.29,1.56,2.91,2.83,1.88,1.71,5.08,2.39,1.60,,
July,2.46,1.41,3.70,4.01,0.80,5.52,5.11,4.61,2.78,5.15,,
August,4.20,2.35,3.82,5.52,0.93,8.42,4.00,4.53,0.16,5.48,,
September,2.54,3.23,2.66,4.03,2.26,2.42,5.28,4.29,0.24,2.80,,
October,0.84,3.73,1.82,5.94,2.13,2.30,3.58,2.86,3.00,4.22,,
November,6.57,2.30,3.25,5.09,1.66,1.33,1.58,1.14,3.93,4.69,,
December,5.37,3.37,1.13,4.75,4.31,2.36,3.02,3.70,4.50,3.17,,
Total,36.34,30.72,26.59,43.08,25.16,34.44,32.11,40.44,27.48,38.27,,
Calc annual,36.34,30.72,26.59,43.08,25.16,34.44,32.11,40.44,27.48,38.27,,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
