"EGHAM (COOPERS HILL)",,,,,,,,,,,,
Grid ref,SU995721,Long,-0.569850,Lat,51.439167,,,,,,,
Station no,243/4/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,0.64,1.02,2.50,,,,,,,
February,,,1.25,2.18,1.45,,,,,,,
March,,,0.28,2.01,1.03,,,,,,,
April,,,2.18,0.34,0.14,,,,,,,
May,,,1.81,2.83,3.82,,,,,,,
June,,,1.05,3.60,2.40,,,,,,,
July,,,3.91,2.51,0.64,,,,,,,
August,,,1.55,2.91,0.93,,,,,,,
September,,,1.68,2.49,1.67,,,,,,,
October,,,2.95,1.86,3.59,,,,,,,
November,,,1.11,4.20,1.10,,,,,,,
December,,,0.61,2.09,2.16,,,,,,,
Total,,,19.02,28.04,21.43,,,,,,,
Calc annual,0.00,0.00,19.02,28.04,21.43,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,,
