"BURNLEY (SWINDON) LOWER G",,,,,,,,,,,,
Grid ref,SD885334,Long,-2.176067,Lat,53.796777,,,,,,,
Station no,2968,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.51,5.47,1.78,4.73,2.49,5.82,4.19,4.83,3.20,5.87,,
February,4.12,1.62,2.13,3.67,2.62,1.57,4.10,6.92,0.59,3.92,,
March,4.79,1.95,2.11,3.55,2.85,1.94,4.01,2.03,2.17,1.64,,
April,2.74,3.37,3.99,0.72,2.36,4.01,0.33,1.32,3.62,3.36,,
May,2.76,2.09,2.38,3.72,4.42,1.93,1.69,5.35,2.04,2.10,,
June,1.61,3.08,3.25,2.63,3.08,2.98,2.11,5.26,3.47,1.16,,
July,4.17,3.06,5.85,5.08,1.52,4.75,5.40,3.47,2.90,7.00,,
August,5.18,5.12,6.06,8.38,1.28,12.49,6.31,4.41,0.97,6.42,,
September,2.70,4.26,4.75,5.58,3.29,4.30,6.14,5.50,0.26,2.98,,
October,1.38,5.75,2.54,7.84,3.49,2.40,5.34,4.02,5.53,5.54,,
November,9.72,2.57,5.66,8.15,3.03,1.80,2.62,1.83,5.71,8.03,,
December,9.77,4.72,2.16,6.86,6.10,6.06,6.48,5.16,8.54,5.71,,
Total,53.45,43.06,42.66,60.91,36.53,50.05,48.72,50.10,39.00,53.73,,
Calc annual,53.45,43.06,42.66,60.91,36.53,50.05,48.72,50.10,39.00,53.73,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
