"LEYBURN (SPENNITHORNE)",,,,,,,,,,,,
Grid ref,SE137887,Long,-1.791021,Lat,54.293740,,,,,,,
Station no,3422,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.69,2.29,0.44,2.53,2.71,3.64,3.05,2.98,3.02,4.44,,
February,3.61,0.39,2.82,2.83,1.93,1.80,2.62,4.63,0.07,2.83,,
March,3.42,1.48,0.63,2.14,2.07,1.16,1.41,2.11,1.71,2.60,,
April,1.97,1.53,2.46,0.39,0.46,1.50,0.19,0.75,2.99,1.30,,
May,7.03,1.79,2.02,4.01,2.72,0.55,1.44,3.69,0.49,1.33,,
June,1.02,0.88,2.81,2.10,2.53,2.39,1.45,3.40,1.46,0.72,,
July,1.01,0.76,2.81,2.36,0.70,3.81,2.83,2.98,1.15,3.76,,
August,4.47,2.82,3.18,5.97,0.66,7.00,6.01,2.37,0.70,3.01,,
September,0.96,4.07,2.49,2.62,1.04,3.69,3.08,3.35,0.18,3.61,,
October,1.95,3.50,2.06,5.57,1.96,1.31,2.43,2.23,2.85,6.70,,
November,8.29,1.75,1.77,6.49,2.43,0.74,2.14,0.62,5.83,5.05,,
December,4.80,1.92,1.49,3.51,4.28,3.58,3.05,4.21,6.35,3.60,,
Total,41.22,23.18,24.98,40.52,23.49,31.17,29.70,33.32,26.80,38.95,,
Calc annual,41.22,23.18,24.98,40.52,23.49,31.17,29.70,33.32,26.80,38.95,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
