"INKPEN (NEW MILL)",,,,,,,,,,,,
Grid ref,SU380647,Long,-1.455384,Lat,51.380085,,,,,,,
Station no,788,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.77,2.61,1.01,1.94,3.43,4.74,2.71,3.88,5.73,4.83,,
February,6.84,0.78,1.78,3.05,1.87,0.35,4.24,3.41,0.35,2.84,,
March,4.24,2.96,0.40,3.30,1.34,1.32,2.22,1.65,4.85,1.64,,
April,3.42,1.84,2.80,0.32,0.38,2.02,0.40,0.96,3.45,1.23,,
May,3.08,2.71,2.31,2.24,4.62,0.60,2.69,2.55,0.70,1.71,,
June,0.53,1.57,2.08,4.53,3.15,2.45,2.20,3.55,2.16,3.02,,
July,1.51,0.67,3.29,2.81,0.48,3.93,4.03,2.49,2.04,2.69,,
August,4.71,4.22,2.35,2.62,0.17,5.04,3.36,3.39,1.68,4.47,,
September,3.20,2.26,2.88,2.88,1.43,3.97,3.95,5.87,0.04,4.09,,
October,1.00,5.95,3.83,2.45,3.22,2.00,2.56,3.70,2.49,9.29,,
November,8.41,3.75,2.49,7.19,2.32,1.04,2.65,2.48,3.40,5.27,,
December,3.25,2.95,0.74,3.28,3.97,5.99,3.73,3.89,7.86,5.17,,
Total,43.96,32.27,25.96,36.61,26.38,33.45,34.74,37.82,34.75,46.25,,
Calc annual,43.96,32.27,25.96,36.61,26.38,33.45,34.74,37.82,34.75,46.25,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
