"LOCH TREIG (CREGUAINEACH)",,,,,,,,,,,,
Grid ref,NN309690,Long,-4.769423,Lat,56.781764,,,,,,,
Station no,5725,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.70,11.42,,,,,,,,,,
February,4.51,4.38,,,,,,,,,,
March,3.60,5.46,,,,,,,,,,
April,7.80,4.11,,,,,,,,,,
May,1.30,-999.00,,,,,,,,,,
June,3.78,,,,,,,,,,,
July,4.55,,,,,,,,,,,
August,5.65,,,,,,,,,,,
September,5.59,,,,,,,,,,,
October,3.78,,,,,,,,,,,
November,8.68,,,,,,,,,,,
December,13.00,-999.00,,,,,,,,,,
Total,69.94,-999.00,,,,,,,,,,
Calc annual,69.94,25.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-1024.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
