"CUXTON (PUMPING STATION)",,,,,,,,,,,,
Grid ref,TQ689669,Long,0.425393,Lat,51.376032,,,,,,,
Station no,369/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.75,2.30,0.87,1.57,2.98,4.30,1.29,2.86,2.43,2.64,,
February,5.85,0.97,-999.00,2.04,2.13,0.82,3.78,2.11,0.05,2.37,,
March,3.24,2.87,0.25,2.43,1.09,0.83,1.25,1.36,2.17,1.61,,
April,3.04,1.01,2.37,0.30,0.17,1.21,0.21,1.56,2.59,0.57,,
May,2.23,1.03,1.65,1.88,4.31,0.63,1.39,1.69,0.73,2.55,,
June,1.48,1.14,1.56,3.81,1.97,2.59,1.05,4.06,0.94,1.12,,
July,2.60,0.65,3.97,2.28,0.30,3.29,3.09,2.35,1.59,3.02,,
August,3.25,3.09,1.41,3.33,1.34,2.41,2.64,4.20,1.03,3.37,,
September,3.74,3.43,2.76,1.45,2.51,2.80,2.78,3.40,0.15,4.13,,
October,0.88,1.60,2.42,2.21,4.22,1.05,1.28,3.22,2.72,6.66,,
November,4.13,4.68,1.27,4.87,0.92,0.72,3.46,1.89,3.80,4.66,,
December,2.13,2.60,0.80,1.66,2.03,3.18,2.40,3.49,5.10,3.17,,
Total,35.32,25.37,20.68,27.83,23.97,23.83,24.62,32.19,23.30,35.87,,
Calc annual,35.32,25.37,19.33,27.83,23.97,23.83,24.62,32.19,23.30,35.87,,
Difference,0.00,-0.00,1.35,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,,
