"PADGATE (TRAINING COLLEGE)",,,,,,,,,,,,
Grid ref,SJ636910,Long,-2.549102,Lat,53.414542,,,,,,,
Station no,2819/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,2.79,2.35,,,,,,,
February,,,,3.13,1.93,,,,,,,
March,,,1.52,1.98,1.88,,,,,,,
April,,,2.67,0.67,1.88,,,,,,,
May,,,1.51,2.41,2.45,,,,,,,
June,,,1.71,2.94,3.20,,,,,,,
July,,,4.86,4.60,,,,,,,,
August,,,3.51,4.60,,,,,,,,
September,,,3.18,3.47,,,,,,,,
October,,,1.68,5.94,,,,,,,,
November,,,2.71,5.02,,,,,,,,
December,,,0.97,4.53,,,,,,,,
Total,,,,42.08,,,,,,,,
Calc annual,0.00,0.00,24.32,42.08,13.69,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
