"HALIFAX W.W. (GORPLE RES.) NO.3",,,,,,,,,,,,
Grid ref,SD918311,Long,-2.125906,Lat,53.776168,,,,,,,
Station no,3253/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.13,6.12,1.76,5.04,3.23,6.16,5.08,5.75,3.98,6.01,,
February,4.70,1.38,3.57,4.65,4.20,2.04,5.20,8.48,0.98,5.41,,
March,4.82,2.68,2.54,3.87,2.84,2.09,4.60,2.94,2.39,1.97,,
April,3.38,4.01,3.98,0.87,2.38,4.19,0.52,1.68,4.72,3.71,,
May,3.30,2.46,2.91,4.40,4.34,2.04,2.02,5.84,2.35,2.67,,
June,1.78,4.15,4.92,3.71,3.64,3.44,2.59,4.99,4.37,1.83,,
July,4.67,2.97,6.16,5.78,1.02,6.32,6.42,4.72,3.48,7.34,,
August,5.93,6.32,6.29,8.91,1.63,12.08,7.46,4.21,1.07,6.61,,
September,3.44,4.83,5.03,6.69,3.54,5.27,7.06,5.73,0.48,3.54,,
October,1.57,6.35,2.74,9.35,3.65,2.81,6.50,4.87,6.38,7.47,,
November,11.78,3.03,6.02,8.74,3.67,2.14,2.80,2.00,6.90,9.09,,
December,10.55,4.98,2.34,8.70,6.84,6.75,6.42,5.23,10.01,5.97,,
Total,61.05,49.28,48.26,70.71,40.98,55.33,56.67,56.44,47.11,61.62,,
Calc annual,61.05,49.28,48.26,70.71,40.98,55.33,56.67,56.44,47.11,61.62,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
