"LOCHEARNHEAD (ARDVORLICH)",,,,,,,,,,,,
Grid ref,NN632228,Long,-4.216832,Lat,56.377639,,,,,,,
Station no,5542/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.55,,3.25,,,,,,,,,
February,,,2.41,,,,,,,,,
March,,,2.21,,,,,,,,,
April,,,3.89,,,,,,,,,
May,,3.40,4.19,,,,,,,,,
June,,4.53,4.44,,,,,,,,,
July,,2.70,4.04,,,,,,,,,
August,,5.30,2.76,,,,,,,,,
September,,2.69,7.93,,,,,,,,,
October,,9.18,7.41,,,,,,,,,
November,,2.51,9.29,,,,,,,,,
December,,5.75,8.03,,,,,,,,,
Total,,-999.00,59.85,,,,,,,,,
Calc annual,7.55,36.06,59.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,-1035.06,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
