"BAKEWELL (ASHFORD ROAD)",,,,,,,,,,,,
Grid ref,SK206691,Long,-1.692949,Lat,53.218559,,,,,,,
Station no,2672/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.36,4.27,1.13,,,,,,,,,
February,4.17,1.22,1.91,,,,,,,,,
March,5.09,2.34,2.16,,,,,,,,,
April,2.31,3.02,,,,,,,,,,
May,2.01,2.76,,,,,,,,,,
June,1.65,2.23,,,,,,,,,,
July,1.17,2.78,,,,,,,,,,
August,4.22,2.32,,,,,,,,,,
September,2.09,2.59,,,,,,,,,,
October,0.73,4.58,,,,,,,,,,
November,8.81,2.65,,,,,,,,,,
December,4.18,3.58,,,,,,,,,,
Total,39.79,34.34,,,,,,,,,,
Calc annual,39.79,34.34,5.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
