"JARROW SCHOOL",,,,,,,,,,,,
Grid ref,NT343264,Long,-3.042297,Lat,55.526897,,,,,,,
Station no,5060/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,5.86,4.25,,,,
February,,,,,,,3.88,3.11,,,,
March,,,,,,,2.23,1.81,,,,
April,,,,,,,1.02,1.60,,,,
May,,,,,,1.29,1.83,2.50,,,,
June,,,,,,2.56,1.49,3.47,,,,
July,,,,,,4.79,3.07,5.03,,,,
August,,,,,,7.89,4.79,4.22,,,,
September,,,,,,2.69,2.20,,,,,
October,,,,,,2.54,3.38,,,,,
November,,,,,,1.05,1.56,,,,,
December,,,,,,6.11,3.66,,,,,
Total,,,,,,,34.97,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,28.92,34.97,25.99,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,,
