"BLISLAND C. P. SCHOOL",,,,,,,,,,,,
Grid ref,SX107729,Long,-4.672050,Lat,50.525185,,,,,,,
Station no,1885/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,5.16,,5.29,,
February,,,,,,,,6.09,,5.29,,
March,,,,,,,,2.79,,3.60,,
April,,,,,,,,1.34,,6.73,,
May,,,,,,,,5.02,,3.80,,
June,,,,,,,,6.97,,1.52,,
July,,,,,,,,3.36,,4.95,,
August,,,,,,,,9.66,,4.63,,
September,,,,,,,,7.50,,7.73,,
October,,,,,,,,4.31,,10.10,,
November,,,,,,,,5.09,,8.42,,
December,,,,,,,,4.93,,6.45,,
Total,,,,,,,,62.22,,68.51,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.22,0.00,68.51,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,NaN,0.00,,
