"ST MARY BOURNE (BOURNSIDE) ",,,,,,,,,,,,
Grid ref,SU416506,Long,-1.405301,Lat,51.253057,,,,,,,
Station no,665,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.14,2.14,1.05,1.63,,,,,,,,
February,5.65,0.61,1.62,3.46,,,,,,,,
March,3.76,3.15,0.38,2.98,,,,,,,,
April,3.58,1.81,2.80,0.26,,,,,,,,
May,2.91,3.26,2.05,1.58,,,,,,,,
June,0.91,1.37,1.75,3.60,,,,,,,,
July,1.07,0.90,3.69,2.70,,,,,,,,
August,5.12,2.52,1.86,3.88,,,,,,,,
September,3.28,2.82,2.42,2.56,,,,,,,,
October,0.75,4.71,3.63,2.61,,,,,,,,
November,7.70,3.43,2.14,5.86,,,,,,,,
December,2.53,2.87,0.89,2.73,,,,,,,,
Total,40.40,29.59,24.28,33.85,,,,,,,,
Calc annual,40.40,29.59,24.28,33.85,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
