"UPPER CORRIS",,,,,,,,,,,,
Grid ref,SH745087,Long,-3.857038,Lat,52.661449,,,,,,,
Station no,4346/4/2/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,9.99,11.42,,,,,,,,,,
February,9.77,4.44,,,,,,,,,,
March,12.48,7.63,,,,,,,,,,
April,7.65,4.51,,,,,,,,,,
May,3.20,3.65,,,,,,,,,,
June,3.07,7.19,,,,,,,,,,
July,5.18,3.19,,,,,,,,,,
August,11.08,9.15,,,,,,,,,,
September,9.86,5.14,,,,,,,,,,
October,2.25,10.58,,,,,,,,,,
November,13.06,6.54,,,,,,,,,,
December,16.61,9.44,,,,,,,,,,
Total,104.20,82.88,,,,,,,,,,
Calc annual,104.20,82.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
