"DERBY (ROYAL INFIRMARY)",,,,,,,,,,,,
Grid ref,SK357355,Long,-1.470533,Lat,52.915742,,,,,,,
Station no,2660,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.63,2.50,1.24,1.21,2.30,2.99,1.79,2.75,2.94,4.60,,
February,3.01,0.70,1.89,1.76,1.70,0.97,1.97,4.47,0.24,1.80,,
March,4.74,2.70,1.53,1.25,2.20,1.16,1.29,1.73,1.54,1.70,,
April,2.04,1.70,2.73,0.34,1.39,1.76,0.29,0.79,2.30,1.30,,
May,3.05,2.90,2.29,2.34,3.21,0.58,0.68,2.32,0.40,1.20,,
June,1.95,2.30,3.20,3.23,4.39,2.91,1.16,4.75,0.75,2.20,,
July,0.93,1.30,3.31,2.47,0.51,2.68,2.85,4.06,1.51,3.30,,
August,5.13,1.80,2.19,4.70,0.39,4.42,3.11,2.06,1.16,4.60,,
September,1.61,1.50,1.64,3.43,1.02,2.70,6.57,2.46,0.07,4.70,,
October,0.81,3.00,2.23,3.91,1.82,1.39,1.58,2.62,2.10,4.90,,
November,5.68,1.70,1.93,4.93,2.00,0.93,2.02,1.40,2.91,3.10,,
December,2.05,2.60,1.19,3.31,2.05,3.49,2.06,3.33,3.52,3.10,,
Total,33.63,24.70,25.37,32.88,22.98,25.98,25.37,32.74,19.44,36.50,,
Calc annual,33.63,24.70,25.37,32.88,22.98,25.98,25.37,32.74,19.44,36.50,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
