"HAYWARDS HEATH (PADDOCKHALL RD)",,,,,,,,,,,,
Grid ref,TQ326241,Long,-0.111610,Lat,51.001019,,,,,,,
Station no,511,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.96,2.85,1.49,1.48,3.53,5.01,2.91,4.17,3.40,3.70,,
February,7.39,1.06,1.50,2.69,1.76,0.55,4.81,2.74,0.02,2.54,,
March,3.93,3.07,0.41,3.80,1.19,0.80,1.68,1.92,1.96,1.88,,
April,3.05,1.87,3.07,0.41,0.35,1.74,0.20,1.12,2.72,1.00,,
May,2.37,2.31,1.92,2.05,5.42,0.53,1.25,3.02,0.55,1.54,,
June,2.47,1.18,1.94,4.40,1.81,2.84,1.42,5.17,1.33,1.73,,
July,2.59,1.12,3.49,4.44,0.98,4.74,4.83,2.41,1.75,4.67,,
August,6.24,3.83,2.48,3.55,0.83,3.47,2.91,5.44,1.39,5.31,,
September,3.53,3.14,5.05,3.57,3.17,3.37,4.52,4.57,0.11,4.02,,
October,1.70,4.07,4.45,2.70,4.15,1.68,1.59,3.52,3.59,8.25,,
November,6.87,4.66,1.59,6.36,1.70,0.95,3.63,2.38,3.74,6.52,,
December,3.66,3.15,0.90,2.79,3.47,4.81,2.34,4.89,8.74,3.75,,
Total,47.76,32.31,28.29,38.24,28.36,30.49,32.09,41.35,29.30,44.91,,
Calc annual,47.76,32.31,28.29,38.24,28.36,30.49,32.09,41.35,29.30,44.91,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
