"SPEAN BRIDGE (THE COUR)",,,,,,,,,,,,
Grid ref,NN244810,Long,-4.883936,Lat,56.887024,,,,,,,
Station no,5732/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,12.12,,,,,,,,,,,
February,5.15,,,,,,,,,,,
March,3.98,,,,,,,,,,,
April,9.99,,,,,,,,,,,
May,0.90,,,,,,,,,,,
June,3.96,,,,,,,,,,,
July,5.24,,,,,,,,,,,
August,7.64,,,,,,,,,,,
September,7.26,,,,,,,,,,,
October,3.34,,,,,,,,,,,
November,9.00,,,,,,,,,,,
December,13.00,,,,,,,,,,,
Total,81.58,,,,,,,,,,,
Calc annual,81.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
